nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04706598,Safety and Efficacy of Camrelizumab for High-risk NMIBC Failing BCG Treatment,"

1. Age ≥ 18 years.
2. Histologically-confirmed diagnosis of high risk non-muscle-invasive urothelial cell carcinoma of the bladder (mixed histology tumors allowed if urothelial carcinoma histology is \>50%).
3. Fully resected disease at study entry (residual CIS acceptable).
4. BCG-unresponsive high risk non-muscle-invasive bladder cancer after treatment with adequate BCG therapy(at least five times a week during the induction phase and at least two times a week during the maintenance phase).
5. Ineligible for radical cystectomy or refusal of radical cystectomy.
6. Consent to tissue specimen retrieval and testing.
7. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
8. Adequate normal organ and marrow function as defined below:

   1. Haemoglobin (HB) ≥ 90 g/L
   2. Absolute neutrophil count (ANC) ≥1.5×10\^9/L(no granulocyte colony-stimulating factor support for 2 weeks before day 1 of cycle 1)
   3. Lymphocyte count≥0.500×10\^9/L
   4. Platelet count ≥100×10\^9/L(No blood transfusions within 2 weeks before day 1 of cycle 1)
   5. 4.0×10\^9/L≤White Blood Cell Count (WBC)≤15×10\^9/L
   6. AST (SGOT)/ALT (SGPT)/Alkaline phosphatase ≤ 2.5 x institutional upper limit of normal(ULN) (excluded Gilbert's disease patients, whose serum bilirubin level ≤ 3x ULN)
   7. INR/aPTT≤1.5×ULN(Which only applies to patients not receiving therapeutic anticoagulation; patients receiving therapeutic anticoagulation should be given a stable dose)
   8. Serum creatinine (Cr) ≤ 1.5 times the upper institutional limit of normal (ULN) or Serum creatinine Cl\>60 mL/min by the Cockcroft-Gault formula (Cockcroft and Gault 1976)
9. Women of childbearing potential who have a negative serum pregnancy test within 72 hours prior to the first dose should consent to and must use effective contraception during and for 6 months after the end of the study.
10. Men should consent to patients who must use contraception during the study and for 6 months after the end of the study period.
11. The subject is personally willing and able to provide written informed consent to be able to comply with the protocol.

","[""Are you 18 years of age or older?"", ""Do you have a histologically-confirmed diagnosis of high risk non-muscle-invasive urothelial cell carcinoma of the bladder?"", ""Was your disease fully resected at study entry?"", ""Have you been diagnosed as BCG-unresponsive high risk non-muscle-invasive bladder cancer after adequate BCG therapy?"", ""Are you ineligible for radical cystectomy or do you refuse radical cystectomy?"", ""Are you willing to consent to tissue specimen retrieval and testing?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Is your haemoglobin level \\u003e= 90 g/L?"", ""Is your absolute neutrophil count (ANC) \\u003e= 1.5x10\\^9/L?"", ""Is your lymphocyte count \\u003e= 0.500x10\\^9/L?"", ""Is your platelet count \\u003e= 100x10\\^9/L?"", ""Is your White Blood Cell Count (WBC) between 4.0x10\\^9/L and 15x10\\^9/L?"", ""Are your AST (SGOT)/ALT (SGPT)/Alkaline phosphatase levels \\u003c= 2.5 x ULN?"", ""Is your INR/aPTT \\u003c= 1.5xULN?"", ""Is your serum creatinine (Cr) \\u003c= 1.5 times ULN or is your Serum creatinine Cl\\>60 mL/min?"", ""If you are a woman of childbearing potential, have you had a negative serum pregnancy test within 72 hours prior to the first dose?"", ""If you are a woman of childbearing potential, are you willing to use effective contraception during and for 6 months after the study?"", ""If you are a man, are you willing to use contraception during the study and for 6 months after the study period?"", ""Are you personally willing and able to provide written informed consent to comply with the protocol?""]"
NCT06131645,IASLC Grading System as a Predictor for EGFR-TKI Therapy,"

* invasive lung adenocarcinoma patients who underwent complete resection with positive EGFR mutations in exons 18-21.

","以下是针对所提供入组标准的英文问题和JSON格式输出：

```json
[
  {
    ""question"": ""Have you been diagnosed with invasive lung adenocarcinoma?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Did you undergo complete resection for your lung adenocarcinoma?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have a positive EGFR mutation in exons 18-21?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please fill in the mutation type you have in your EGFR gene: ________"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Was your invasive lung adenocarcinoma associated with EGFR mutations in the following exons: 18-21?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  }
]
```

以上问题包含了判断题和填空题，适用于询问患者是否符合特定的入组标准。"
NCT05572645,Pyrotinib Plus Trastuzumab Versus Pertuzumab Plus Trastuzumab,"

* HER2+ MBC patients scored +3 by immunohistochemical (IHC) analysis or scored +2 and the result of fluorescence in situ hybridization was positive.
* Patients received Pyrotinib(320-400 mg, po, qd) plus Trastuzumab(8 mg/kg q3w, and then 6 mg/kg q3w) or Pertuzumab(840mg q3w, and then 420 mg q3w) plus Trastuzumab(8 mg/kg q3w, and then 6 mg/kg q3w) for at least one cycle, starting from Jan 2018 to Sep 2022.
* Patients had complete medical records. All data were retrospectively collected from medical records of individual institutions.

","以下是根据您提供的入组标准生成的问题：

```json
[
  {
    ""question"": ""Is your breast cancer HER2 positive with an IHC score of +3, or +2 with a positive FISH result?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you been treated with Pyrotinib (320-400 mg, oral, daily) plus Trastuzumab (initially 8 mg/kg every 3 weeks, then 6 mg/kg every 3 weeks) or Pertuzumab (840 mg every 3 weeks, then 420 mg every 3 weeks) plus Trastuzumab from January 2018 to September 2022?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Did you complete at least one cycle of the treatment regimen mentioned above?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have complete medical records available for retrospective data collection?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please fill in the dosage of Pyrotinib you have been prescribed: ______ mg, orally, once daily."",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Please fill in the initial dosage of Trastuzumab you have received: ______ mg/kg, every 3 weeks."",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Please fill in the subsequent dosage of Trastuzumab you have received: ______ mg/kg, every 3 weeks."",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Please fill in the initial dosage of Pertuzumab you have received, if applicable: ______ mg, every 3 weeks."",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Please fill in the subsequent dosage of Pertuzumab you have received, if applicable: ______ mg, every 3 weeks."",
    ""type"": 1,
    ""option"": []
  }
]
```"
NCT05569577,An Open Labeled RCT on the Effect of Additional hCG Injection for LPS on Pregnancy Outcomes in IHH Patients,"

* Clinical diagnosis of IHH (primary amenorrhea (with or without a history of hormone supplementation therapy); basic LH levels \<5IU/L, FSH\<5IU/L or normal; no organic lesions in the hypothalamus and pituitary MRI).
* Women of childbearing age who desire to get pregnant

","[""Have you been clinically diagnosed with IHH?"", ""Are you experiencing primary amenorrhea?"", ""If yes, have you had any hormone supplementation therapy?"", ""What are your basic LH levels (in IU/L)?"", ""What are your FSH levels (in IU/L)?"", ""Do you have any organic lesions in the hypothalamus or pituitary, as shown by MRI?"", ""Are you a woman of childbearing age?"", ""Do you desire to get pregnant?""]"
NCT05057845,Cryoablation Combined With Tislelizumab Plus Lenvatinib as Second-line or Later Therapy in Advanced Hepatocellular Carcinoma,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed hepatocellular carcinoma
* Participants must have failed 1 line of systemic regimens for advanced hepatocellular carcinoma due to disease progression or toxicity.
* Patients had been refractory or intolerant to previous systemic chemotherapy (oxaliplatin-based chemotherapy), targeted therapy (eg, sorafenib or lenvatinib), or anti-PD-1 or anti-PD-L1 based regimen.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent?"", ""What is your age at the time of study entry?"", ""Is your hepatocellular carcinoma unresectable or metastatic?"", ""Have you failed one line of systemic regimens for advanced hepatocellular carcinoma?"", ""Have you been refractory or intolerant to previous systemic chemotherapy, targeted therapy, or anti-PD-1/anti-PD-L1 regimen?"", ""Do you have at least one measurable site of disease according to RECIST criteria?"", ""What is your Performance Status (PS) on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Are your blood count, liver enzymes, and renal function adequate? (Please provide details)"", ""If you are a female with reproductive potential, have you had a negative pregnancy test within 7 days prior to the trial start?"", ""Are you willing and able to comply with the protocol, including treatment, contraceptive measures, scheduled visits, and examinations?""]"
NCT06166147,A Prospective Study of Liquid Biopsy for Pancreatic Cancer Early Detection,"

* 40-75 years old
* Clinically and/or pathologically diagnosed pancreatic cancer
* No prior or undergoing any systemic or local antitumor therapy, including but not limited to surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, interventional therapy, etc.
* Able to provide a written informed consent and willing to comply with all part of the protocol procedures.

","[""What is your age?"", ""Have you been diagnosed with pancreatic cancer, either clinically or pathologically?"", ""Have you undergone any previous or are currently undergoing systemic or local antitumor therapy, such as surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, or interventional therapy?"", ""Are you able to provide a written informed consent?"", ""Are you willing to comply with all parts of the protocol procedures?"", ""Please fill in your age: __________"", ""Please confirm if your age falls within the range of 40-75 years old: __________""]"
NCT05098847,Cryoablation Combined With Sintilimab Plus Lenvatinib In Previously Treated Unresectable Liver Metastasis From Solid Tumors,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable liver metastasis from solid tumors.
* Participants must have progressed after, or were refractory to first- or later-line therapy in the liver metastatic setting.
* Participants who had received previous antiangiogenic or anti-epidermal growth factor receptor (EGFR) therapy were eligible.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""What is your age?"", ""Do you have unresectable liver metastasis from solid tumors?"", ""Have you progressed after, or been refractory to, first- or later-line therapy for liver metastasis?"", ""Have you received previous antiangiogenic or anti-EGFR therapy?"", ""Do you have at least one measurable site of disease according to RECIST criteria?"", ""What is your Performance Status (PS) according to the ECOG scale?"", ""Is your life expectancy at least 12 weeks?"", ""Please provide your absolute neutrophil count:"", ""Please provide your platelet count:"", ""What is your total bilirubin level?"", ""What are your SGOT and SGPT levels?"", ""What is your INR?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""If female, have you had a negative pregnancy test within the last 7 days?"", ""Are you willing and able to comply with the study protocol, including treatment, contraceptive measures, and scheduled visits and examinations?""]"
NCT05254847,Capecitabine Combined With Lenvatinib and Tislelizumab as Adjuvant Treatment After Resection in Patients With BTC,"

1. Ages 18 and above
2. Pathological reported showed Biliary tract cancer (include intrahepatic cholangiocarcinoma (IHCC), extrahepatic/hilar cholangiocarcinoma, muscle infiltrated gallbladder carcinoma or distal cholangiocarcinoma)，patients received R0 resection(including liver resection, pancreatectomy, or both).
3. ECOG PS 0-1
4. Patients can tolerate the combination therapy and survive longer than 6 months.
5. Organ function(Exclude use blood components and cell growth factors for 14 days): Neutrophils (ANC) ≥1,500/mm3, Platelet count (PLT)≥100,000/mm3, Hemoglobin (Hb) ≥9g/dL; Serum creatinine(SCR) ≤1.5\*upper limit of normal(ULN),or creatinine clearance rate≥50 ml/min(Cockcroft-Gault Formula),Total bilirubin(TBIL)≤ 2\*ULN,Aspartate aminotransferase (AST), alanine aminotransferase (ALT) ≤ 3\*ULN, urine protein≤2+(if urine protein≥2+, 24-hour urinary protein quantity must ≤1g), Adequate surgical biliary drainage and no infection signal.
6. The coagulation function was normal (without active bleeding and thrombotic disease): International normalized ratio(INR)≤1.5\*ULN, activated partial thromboplastin time(APTT)≤1.5×ULN, prothrombin time(PT)≤1.5\*ULN.
7. Women without surgical sterilization or childbearing age who are required to use a medically approved contraceptive method (such as an intrauterine device, birth control pill or condom) during the study period and for 3 months after the study period; Women are of reproductive age and not undergoing surgical sterilization whose the serum or urine HCG test must be negative within 7 days prior to study enrollment and must be non lactation period. Male patients without surgical sterilization or reproductive age are required to consent with their spouse to use a medically approved contraceptive method during the study treatment period and for 3 months after the study treatment period.
8. The patients are voluntarily enrolled in the study, with good compliance and coordinate the follow-up for safety and survival

","[""Are you 18 years of age or older?"", ""Have you been diagnosed with Biliary tract cancer, including IHCC, extrahepatic/hilar cholangiocarcinoma, muscle infiltrated gallbladder carcinoma, or distal cholangiocarcinoma, and have you undergone R0 resection?"", ""What is your ECOG Performance Status (PS)?"", ""Do you anticipate being able to tolerate combination therapy and survive for at least 6 months?"", ""Please provide your ANC count (Neutrophils):"", ""Please provide your Platelet count (PLT):"", ""What is your Hemoglobin (Hb) level?"", ""Is your Serum creatinine (SCR) within the normal limit (\u22641.5\u00d7ULN) or is your creatinine clearance rate \u226550 ml/min?"", ""Is your Total bilirubin (TBIL) within the normal limit (\u22642\u00d7ULN)?"", ""Are your AST and ALT levels within the normal limit (\u22643\u00d7ULN)?"", ""Do you have adequate surgical biliary drainage and no infection signal?"", ""Is your coagulation function normal (INR\u22641.5\u00d7ULN, APTT\u22641.5\u00d7ULN, PT\u22641.5\u00d7ULN)?"", ""If you are a woman, are you using a medically approved contraceptive method during the study period and for 3 months after?"", ""If you are a woman of reproductive age, have you had a negative HCG test within 7 days prior to study enrollment and are you in a non-lactation period?"", ""If you are a male patient, have you agreed to use a medically approved contraceptive method during the study treatment period and for 3 months after?"", ""Are you willing to be voluntarily enrolled in the study and comply with the follow-up for safety and survival?""]"
NCT05019677,GP Chemotherapy in Combination With Tislelizumab and Ociperlimab as First-line Treatment in Advanced BTC,"

* • Subjects with a histopathological or cytologically diagnosis of BTC

  * The participants must be required to sign an informed consent
  * At least one measurable lesion (RECIST 1.1)
  * No previous systematic treatment for BTC
  * Child-Pugh Score, Class A
  * ECOG performance status 0 or 1
  * Adequate organ function
  * Life expectancy of at least 3 months

","[""Have you been diagnosed with BTC by histopathological or cytological methods?"", ""Are you willing to sign an informed consent?"", ""Do you have at least one measurable lesion according to RECIST 1.1 criteria?"", ""Have you ever received systematic treatment for BTC before?"", ""What is your Child-Pugh Score classification?"", ""What is your ECOG performance status?"", ""Do you have adequate organ function?"", ""What is your life expectancy, in months?""]"
NCT05188911,Analysis of Next Generation PET and Liquid Biopsy to Monitor mCRPC Treated With Abiraterone: ANGELA Trial,"

1. Diagnosed as mCRPC according to EAU-ESTRO-SIOG 2016 and PSA \> 10ng/ml;
2. No previous treatment with novel hormonal therapy;
3. ECOG 0-2;
4. Normal organ function, WBC \>= 3000/mm3 or Neutrophil \>= 1500/mm3;
5. Aged 18 to 85 years old when issuing written informed consent;
6. Life expectancy \> 12 months.
7. Consent and able to carry out follow-up visit and cooperate with all other study procedures.

","[""Have you been diagnosed with mCRPC according to EAU-ESTRO-SIOG 2016 guidelines?"", ""Is your PSA level greater than 10ng/ml?"", ""Have you ever received treatment with novel hormonal therapy?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do you have normal organ function with WBC >= 3000/mm3 or Neutrophil >= 1500/mm3?"", ""What is your age when providing written informed consent?"", ""Is your life expectancy greater than 12 months?"", ""Are you able to provide consent and participate in follow-up visits and cooperate with all study procedures?""]"
NCT04535505,Pathogenic Bordetella Rapid Detection,"

* Patients with continuous cough (paroxysmal cough) for more than 1 week, peripheral white blood cell 18×109/L (infants and young children), or\> 15×109/L (children), ineffective use of cephalosporin antibacterial drugs，and these patients whose nasopharyngeal swabs are collected for routine bordetella culture identification and drug susceptibility testing would be included as research object.

","[""Have you been experiencing a continuous cough (including paroxysmal cough) for more than 1 week?"", ""What is your peripheral white blood cell count? (For infants and young children, is it greater than 18\u00d710^9/L? For children, is it greater than 15\u00d710^9/L?)"", ""Have you used cephalosporin antibacterial drugs without effective results?"", ""Will your nasopharyngeal swab be collected for routine Bordetella culture identification and drug susceptibility testing?""]"
NCT05498805,PD-1 Inhibitors With or Without Radiation in Advanced Melanoma,"

Aged ≥18 years old, both sexes;

Malignant melanoma was confirmed by histology and pathology.

Braf, Nras, Ckit gene mutation status is unlimited.

Unresectable or metastatic melanoma, no matter lines of treatment;

Eastern Oncology Collaborative Group (ECOG) body condition score (PS) 0-2;

Predicted survival time exceeds 3 months.

Within 7 days (including 7 days) before screening, laboratory test data were used to obtain neutrophil count ≥1.5×109/L, platelet count ≥90×109/L, hemoglobin ≥90g/L (no blood transfusion within 14 days), and serum total bilirubin ≤1.25 times upper limit of normal (ULN). ALT and AST≤ 2.5 x ULN (≤ 5X ULN in patients with liver metastases); Serum creatinine ≤1.25 x ULN;

At least one radiotherapable lesion;

Subjects (or their legal representative/guardian) must sign an informed consent form stating that they understand the purpose of the study, understand the required procedures, and are willing to participate in the study.

","[""Are you 18 years old or older?"", ""Has your malignant melanoma been confirmed by histology and pathology?"", ""What is your ECOG performance status (PS) score?"", ""Is your predicted survival time more than 3 months?"", ""Do you have at least one lesion that is eligible for radiotherapy?"", ""Have you, or your legal representative/guardian, signed an informed consent form?"", ""What is your neutrophil count within 7 days before screening? (Enter value in x10^9/L)"", ""What is your platelet count within 7 days before screening? (Enter value in x10^9/L)"", ""What is your hemoglobin level within 7 days before screening? (Enter value in g/L)"", ""Is your serum total bilirubin within 7 days before screening less than or equal to 1.25 times the upper limit of normal (ULN)?"", ""Are your ALT and AST levels within 7 days before screening less than or equal to 2.5 times ULN? (Or 5X ULN if you have liver metastases)"", ""Is your serum creatinine within 7 days before screening less than or equal to 1.25 times ULN?""]"
NCT05120505,Metformin in Children With Fragile X Syndrome,"

* Genetic testing confirms the diagnosis of FXS
* Participate in the study with the informed consent of the guardian
* BMI\>the 3rd percentile
* Not taking more than 2 therapeutic drugs
* Able to receive regular follow-up visits

","[""Has genetic testing confirmed the diagnosis of Fragile X Syndrome (FXS)?"", ""Are you participating in the study with the informed consent of your guardian?"", ""What is your Body Mass Index (BMI) percentile?"", ""Are you currently taking more than 2 therapeutic drugs?"", ""Are you able to receive regular follow-up visits?""]"
NCT05970705,Regorafenib Combined With TAS-102 Versus Regorafenib Monotherapy in Third or Later Line Therapy of mCRC,"

The subjects must meet all of the following criteria to be eligible for this study:

1. Patients with histologically confirmed recurrent/metastatic colorectal adenocarcinoma.
2. Patients who have failed at least one prior standard first- or second-line therapy, including fluoropyrimidine-based therapy, oxaliplatin, irinotecan, and bevacizumab. Treatment failure is defined as either radiographic evidence of disease progression or unacceptable toxicity during treatment or within three months following completion of therapy.

   (Note: a. each line of therapy should include at least one or more chemotherapy agents administered for at least one cycle; b. adjuvant/neoadjuvant therapy is allowed. If relapse or metastasis occurs during or within six months after completion of adjuvant/neoadjuvant therapy, it is considered a failure of first-line chemotherapy for progressive disease. c. For patients with RAS/RAF wild-type tumors, the use of an EGFR inhibitor is not required.)
3. At least one measurable lesion, with the longest diameter ≥10 mm on spiral CT or ≥20 mm on conventional CT (RECIST 1.1 criteria).
4. ECOG performance status of 0-2.
5. Life expectancy of ≥12 weeks.
6. Adequate bone marrow, hepatic, and renal function measured within the screening period prior to randomization: absolute neutrophil count (ANC) ≥1.5 × 109 /L, hemoglobin ≥ 8.0 g/dL, platelet count ≥ 75 × 109 /L, total bilirubin \<1.5 × ULN, ALT and AST \<2.5 × ULN (≤5 × ULN for patients with liver involvement), serum creatinine ≤1.5 × ULN, and creatinine clearance ≥50 mL/min.
7. Women of childbearing potential must use effective contraception.
8. Voluntarily participating in this study, signing the informed consent form, understanding the purpose of the study and the necessary procedures, and willing to participate in this study.

","[""Have you been histologically confirmed with recurrent/metastatic colorectal adenocarcinoma?"", ""Have you failed at least one prior standard first- or second-line therapy, including fluoropyrimidine-based therapy, oxaliplatin, irinotecan, and bevacizumab?"", ""Please list the therapies you have received:"", ""Do you have at least one measurable lesion with the longest diameter of \u226510 mm on spiral CT or \u226520 mm on conventional CT?"", ""What is your ECOG performance status?"", ""Do you have a life expectancy of \u226512 weeks?"", ""Do you have adequate bone marrow, hepatic, and renal function as measured within the screening period?"", ""If you are a woman of childbearing potential, are you using effective contraception?"", ""Are you voluntarily participating in this study, and have you signed the informed consent form?""]"
NCT05794698,Intraoperative Frozen Section Pathology to Guide Surgical Treatment for Lung Adenocarcinoma (ECTOP-1014),"

* Patients who sign the informed consent form and are willing to complete the study according to the study protocol;
* No previous history of cancer or pulmonary surgery;
* Solitary lesions or multiple lesions with only one not manifesting as pure ground-glass opacity (GGO) on CT scan;
* Peripheral clinical T1N0M0 patients that are eligible for surgery;
* Non-small cell lung cancer is pathologically diagnosed before or at surgery;
* No radiation therapy or chemotherapy before surgery.

","以下是针对提供的入组标准的英文问题和JSON格式输出：

```json
[
  {
    ""question"": ""Have you signed the informed consent form and are you willing to complete the study according to the protocol?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have a previous history of cancer or pulmonary surgery?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Do you have solitary lesions or multiple lesions with only one not presenting as pure ground-glass opacity (GGO) on CT scan?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Are you a peripheral clinical T1N0M0 patient eligible for surgery?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Has your lung cancer been pathologically diagnosed as non-small cell lung cancer before or at surgery?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you received radiation therapy or chemotherapy before surgery?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please describe your lesion(s) presentation on the CT scan (e.g., solitary lesion, multiple lesions with one not as pure GGO)."",
    ""type"": 1,
    ""option"": []
  }
]
```

这些问题包含了判断题和填空题，用以确认患者是否符合入组标准。"
NCT04790305,Effect of Huaier Granule on Adjuvant Treatment for High-risk Early-stage Triple-negative Breast Cancer,"

1. Aged from 18 to 70.
2. Histologically confirmed as breast invasive ductal carcinoma.
3. Molecular typing of breast lesions is triple-negative breast cancer, when the patient had multicentric lesions at the same time, all invasive lesions were confirmed as triple-negative.
4. Regional lymph node metastasis confirmed by postoperative pathology \[except isolated tumor cells ( ITC )\], or tumor response did not achieve pathological complete response (pCR) after neoadjuvant therapy \[neoadjuvant chemotherapy completed at least four cycles, the breast has residual invasive cancer or axillary lymph node metastasis ( except isolated tumor cells ) .\]
5. There was no local recurrence and distant metastasis of the tumor.
6. The time of randomization is during the postoperative adjuvant therapy or within 60 days after the end of the last postoperative adjuvant therapy.
7. Eastern Cooperative Oncology Group performance status (ECOG PS) ≤ 1.
8. Hepatic function and renal function: serum creatinine level ≤ 1.5 × upper limit of normal (ULN), aspartate aminotransferase (AST) concentration / alanine aminotransferase (ALT) concentration≤ 2.5 × ULN，total serum bilirubin concentration≤ 1.5 × ULN.
9. Blood routine: neutrophil count ≥ 1.5\*109 / L, platelet count ≥ 100\*109 / L, hemoglobin concentration ≥ 90 g / L (without transfusion).
10. The participants volunteered to join the study with good compliance and signed an informed consent form.

","[""What is your age?"", ""Have you been histologically confirmed with breast invasive ductal carcinoma?"", ""Is your breast cancer molecular typing triple-negative?"", ""If you had multicentric lesions, were all invasive lesions confirmed as triple-negative?"", ""Did you have regional lymph node metastasis confirmed by postoperative pathology, excluding isolated tumor cells?"", ""Did your tumor response achieve pathological complete response (pCR) after neoadjuvant therapy?"", ""Have you experienced local recurrence or distant metastasis of the tumor?"", ""Was the time of randomization during postoperative adjuvant therapy or within 60 days after its completion?"", ""What is your Eastern Cooperative Oncology Group performance status (ECOG PS)?"", ""Is your serum creatinine level \u2264 1.5 \u00d7 ULN?"", ""Are your AST/ALT concentrations \u2264 2.5 \u00d7 ULN?"", ""Is your total serum bilirubin concentration \u2264 1.5 \u00d7 ULN?"", ""What is your neutrophil count?"", ""What is your platelet count?"", ""What is your hemoglobin concentration without transfusion?"", ""Have you volunteered to join the study and signed an informed consent form?""]"
NCT04519905,Phase III Study of Concurrent Radiotherapy in Elderly Patients With Esophageal Squamous Cell Carcinoma (ESO-Shanghai 15),"

* Indicates no limit on eligibility based on the sex of participants
* The 76 years old for the minimum age a potential participant must meet to be eligible for the clinical study.
* Esophageal squamous cell carcinoma confirmed by pathology
* No radiotherapy, chemotherapy or other treatments prior to enrollment
* Local advanced esophageal squamous cell carcinoma (T2-4N0-1M0-1a, TxN1M0-1a, TxNxM1a, TxNxM1b (M1b only for supraclavicular lymph node metastasis) (AJCC 6th)
* Use of an effective contraceptive for adults to prevent pregnancy
* No severely abnormal hematopoietic, cardiac, pulmonary, renal, or hepatic function
* No immunodeficiency
* ECOG 0-1.
* Life expectancy of more than 3 months.

","[""Is there any restriction on your eligibility based on your sex?"", ""What is your age?"", ""Have you been diagnosed with esophageal squamous cell carcinoma confirmed by pathology?"", ""Have you undergone radiotherapy, chemotherapy, or any other treatments before enrollment?"", ""Do you have locally advanced esophageal squamous cell carcinoma (T2-4N0-1M0-1a, TxN1M0-1a, TxNxM1a, TxNxM1b for supraclavicular lymph node metastasis) according to the AJCC 6th?"", ""Are you using an effective contraceptive to prevent pregnancy?"", ""Do you have severely abnormal hematopoietic, cardiac, pulmonary, renal, or hepatic function?"", ""Do you have immunodeficiency?"", ""What is your ECOG performance status (0-1)?"", ""Is your life expectancy more than 3 months?""]"
