nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05446545,Bespoke ctDNA Assay for Recurrence and Treatment Response Monitoring in Advanced Epithelial Ovarian Cancer,"

1. Female, over 18 years of age;
2. Patients with advanced epithelial ovarian cancer who are eligible for radical surgery;
3. Patients with advanced epithelial ovarian cancer relapsed from platinum-based therapies and eligible for secondary cytoreductive surgery;
4. The subjects agree to sign the informed consent and agree to use their samples and data for related scientific research;
5. Subjects agree to collect tissue samples and peripheral blood samples for whole exon sequencing and ctDNA monitoring.

","[""Are you female and above 18 years of age?"", ""Do you have advanced epithelial ovarian cancer that qualifies for radical surgery?"", ""Are you a patient with recurrent advanced epithelial ovarian cancer after platinum-based treatments and eligible for secondary cytoreductive surgery?"", ""Do you agree to sign an informed consent form and permit the use of your samples and data for scientific research related to this study?"", ""Are you willing to provide tissue samples and peripheral blood samples for whole exon sequencing and ctDNA monitoring?""]"
NCT06102161,Wedge Resection for Ground-glass Opacity-featured Lung Cancer (ECTOP-1020),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Intraoperative or postoperative pathologic diagnosis of lung adenocarcinoma;
6. Single lung nodules with ground-glass dominant or pure ground-glass on CT, or multiple lung nodules with the major lesion being the aforementioned nodules;
7. The nodule has a consolidation-to-tumor ratio (CTR) between 0.25 and 0.5 (including 0.25 and 0.5), and the nodule size is less than or equal to 2 cm;
8. peripheral type of nodes, namely, nodes in the outer 1/3 of the lung field.
9. cT1N0M0 tumors;
10. Complete tumor resection by wedge resection as assessed by the surgeon;
11. Not receiving chemotherapy or radiotherapy before.

","[""Have you signed the informed consent form and are willing to complete the study according to the plan?"", ""Are you within the age range of 18 to 80 years old?"", ""Is your ECOG score equal to 0 or 1?"", ""Did you undergo lung cancer surgery before?"", ""Has there been an intraoperative or postoperative pathologic diagnosis of lung adenocarcinoma?"", ""Are you dealing with single lung nodules that are predominantly ground-glass or purely ground-glass on CT, or multiple lung nodules where the main lesion is of this nature?"", ""Does the nodule have a consolidation-to-tumor ratio (CTR) between 0.25 and 0.5, inclusive?"", ""Is the nodule size less than or equal to 2 cm?"", ""Is the node peripheral type, i.e., located in the outer 1/3 of the lung field?"", ""Are you diagnosed with cT1N0M0 tumors?"", ""Was complete tumor resection achieved through wedge resection as evaluated by the surgeon?"", ""Have you received chemotherapy or radiotherapy prior to this study?""]"
NCT05189197,A Study to Evaluate Efficacy and Safety of Zanubrutinib With R-CHOP in Newly Diagnosed Non-GCB DLBCL Patients With Double Expression,"

* Subject must be 18 years of age or older.
* No prior treatment for DLBCL.
* Histologically - confirmed non-GCB subtype.
* MYC+≥40% and BCL2+≥50% by IHC
* Lesions must be measurable. A measurable node lesion must have a longest diameter greater than 1.5 cm. A measurable extra-nodal lesion should have a longest diameter greater than 1.0 cm.
* Eastern Cooperative Oncology Group performance status grade of 0, 1, or 2
* Stage II (not candidates for local X-ray therapy), III, or IV disease by the Ann Arbor Classification
* Hematology values must be within the following limits at baseline:

  * Neutrophils ≥ 1 x 109/L, independent of growth factor support within 7 days of initiation of the combination therapy.
  * Platelets ≥ 75x 109/L, independent of growth factor support or transfusion within 7 days of initiation of the combination therapy. (platelets≥ 50 x 109/L, if there is bone marrow involvement.)
* Biochemical values must be within the following limits at baseline:

  * Alanine aminotransferase (ALT) ≤3 x upper limit of normal (ULN). Aspartate aminotransferase (AST) ≤3 x ULN.
  * Total bilirubin ≤1.5 x ULN, unless bilirubin rise is due to Gilbert's syndrome or of non-hepatic origin.
  * Serum creatinine ≤2 x ULN or estimated Glomerular Filtration Rate≥40 mL/min/1.73m2
* International normalized ratio (INR) ≤1.5 and activated partial thromboplastin time (APTT) ≤1.5 x ULN.

Able to provide written informed consent, can understand and comply breastfeeding are ineligible for this study.

","[""Are you 18 years of age or older?"", ""Have you received any previous treatment for DLBCL?"", ""Is your non-GCB subtype of DLBCL confirmed histologically?"", ""Is your MYC expression level greater than or equal to 40% and BCL2 expression level greater than or equal to 50% by IHC?"", ""Are your lesions measurable according to the specified criteria?"", ""Is your Eastern Cooperative Oncology Group performance status grade 0, 1, or 2?"", ""Do you have stage II (not candidates for local radiation therapy), III, or IV disease by the Ann Arbor Classification?"", ""Are your hematology values within the following limits at baseline?"", ""Are your biochemical values within the following limits at baseline?"", ""Do you have an international normalized ratio (INR) less than or equal to 1.5 and an activated partial thromboplastin time (APTT) less than or equal to 1.5 times the upper limit of normal?"", ""Can you provide written informed consent and understand and comply with the study requirements?"", ""Are you currently breastfeeding?""]"
NCT05674305,Radiotherapy Alone Versus Concurrent Chemo-radiotherapy for Nasopharyngeal Carcincoma Patients With Undectable EBV DNA After One Cylce Neoadjuvant Chemotherpy,"

1. Patients with newly histologically confirmed non-keratinizing nasopharyngeal carcinoma, type of WHO II or III.
2. Age 18-70 years.
3. Clinical stage III-IVa (based on the 8th American Joint Committee on Cancer\[AJCC\] edition).
4. Patients with detectable pre-treatment plasma EBV DNA but undetectable EBV DNA after one cycle neoadjuvant and no EBV DNA rebound during the second and third cycle.
5. ECOG (Eastern Cooperative Oncology Group) score: 0-1
6. Hemoglobin (HGB) ≥90 g/L, white blood cell (WBC) ≥4×109 /L, platelet (PLT) ≥100×109 /L.
7. Liver function: Alanine transaminase(ALT), Aspartate aminotransferase(AST)\< 1.5 times the upper limit of normal value (ULN), total bilirubin \<1.0×ULN.
8. Renal function: serum creatinine \<1×ULN.
9. Patients must sign informed consent and be willing and able to comply with the requirements of visits, treatment, laboratory tests and other research requirements stipulated in the research schedule.

","[""Are you 18 to 70 years old?"", ""Have you been histologically confirmed with non-keratinizing nasopharyngeal carcinoma, classified as WHO II or III?"", ""Are you in clinical stage III-IVa according to the 8th AJCC edition?"", ""Was your pre-treatment plasma EBV DNA detectable but undetectable after one cycle of neoadjuvant therapy, without any rebound during the second and third cycle?"", ""What is your ECOG score?"", ""Is your hemoglobin level greater than or equal to 90 g/L?"", ""Is your white blood cell count greater than or equal to 4\u00d7109 /L?"", ""Is your platelet count greater than or equal to 100\u00d7109 /L?"", ""Is your ALT less than 1.5 times the ULN?"", ""Is your AST less than 1.5 times the ULN?"", ""Is your total bilirubin less than 1.0\u00d7ULN?"", ""Is your serum creatinine less than 1\u00d7ULN?"", ""Have you signed the informed consent form and agreed to comply with the research schedule requirements?""]"
NCT06018883,Vitamin C to Chemotherapy Related Anemia in Pancreatic Cancer,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed metastatic pancreas adenocarcinoma.
* Adequate organ performance based on laboratory blood tests.
* Presence of at least of one measurable lesion in agreement to Response Evaluation Criteria in Solid Tumours (RECIST) criteria.
* Hemoglobin (Hgb) ≥ 8 g/dL.
* The expected survival ≥ 3 months.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[""Can you understand and are you willing to sign a written informed consent document?"", ""Are you aged between 18 and 80 years?"", ""Do you have an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2?"", ""Has your metastatic pancreas adenocarcinoma been histologically or cytologically confirmed?"", ""Do you have adequate organ function as per laboratory blood tests?"", ""Do you have at least one measurable lesion according to the Response Evaluation Criteria in Solid Tumours (RECIST) criteria?"", ""Is your hemoglobin level (Hgb) greater than or equal to 8 g/dL?"", ""Is your expected survival greater than or equal to 3 months?"", ""Are you of childbearing potential and do you agree to use adequate contraception before study entry and during participation?""]"
NCT04531397,Efficacy and Safety of Dapagliflozin in Children With Proteinuric Chronic Kidney Disease,"

* Age 6 years to 18 years；
* Urinary protein excretion \> 200 mg in a 24-hr urine collection；
* Without any immunosuppressant medications such as corticosteroids, CNIs and so on；
* Estimated GFR ≥ 60 ml/min/1.73m2（estimated with Schwartz formula）；
* No history of diabetes；
* On stable doses of ACE inhibitors or angiotensin receptor blockers (ARBs) for \> 1 month；
* Willing to sign informed consent.

","[""Are you between the ages of 6 and 18 years old?"", ""Was your 24-hour urine collection found to have more than 200 mg of urinary protein excretion?"", ""Are you currently taking any immunosuppressant medications like corticosteroids or CNI?"", ""Is your estimated glomerular filtration rate (eGFR) greater than or equal to 60 ml/min/1.73m2?"", ""Do you have a history of diabetes?"", ""Have you been on a stable dose of ACE inhibitors or ARBs for over a month?"", ""Are you willing to provide informed consent for participation in this study?""]"
NCT05420597,Induction Chemotherapy and Toripalimab Followed by Radiotherapy in Unresectable Laryngeal/Hypopharyngeal Carcinoma,"

* Pathologically confirmed, unresectable locally advanced laryngeal/hypopharyngeal squamous cell carcinoma due to extensively local invasion or medical comorbidities (T3-4b, N0-N3, M0);
* Age between 18-75 years;
* Signed inform consent;
* Had at least one measurable lesion according to RECIST 1.1 criteria
* Anticipated overall survival more than 3 months;
* Satisfactory performance status: ECOG (Eastern Cooperative Oncology Group) scale 0-1;
* Normal organ function and bone marrow function;
* HBV DNA\<500 IU/mL（or 2500 copies/mL）and HCV RNA negative ;
* Male and no pregnant female, able to adapt birth control methods during treatment.

","[""Are you pathologically confirmed to have unresectable locally advanced laryngeal/hypopharyngeal squamous cell carcinoma?"", ""Are you within the age range of 18-75 years?"", ""Have you signed the informed consent for participation in this study?"", ""Does your lesion meet the criteria of at least one measurable lesion according to RECIST 1.1?"", ""Is your expected overall survival greater than 3 months?"", ""Is your performance status rated as ECOG scale 0-1?"", ""Are your organ functions and bone marrow function within normal limits?"", ""Is your HBV DNA level less than 500 IU/mL (or 2500 copies/mL)?"", ""Are you male or non-pregnant female capable of adapting birth control methods during treatment?""]"
NCT05541783,Laparoscopic-assisted Distal Gastrectomy and Totally Laparoscopic Distal Gastrectomy for Gastric Cancer,"

* histologically proven gastric adenocarcinoma (by preoperative gastrofiberscopy)
* age between 20 and 80 years old
* Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
* clinical stage I-III (T1-4aN0-2M0) according to the 8th edition of the Americal Joint Committee on Cancer System (Clinical stage was determined based on the finding of gastrofiberscopy and abdominal computed tomography)
* scheduled for laparoscopic distal gastrectomy with D2 lymphadenectomy, and possible for R0 surgery by this procedures (Lymphadenectomy is performed on the basis of the criteria of the Japanese
* written informed consent
* tumor size\<5cm preoperatively

","[""Has histologically proven gastric adenocarcinoma been confirmed by preoperative gastrofiberscopy?"", ""Are you within the age range of 20 to 80 years old?"", ""Is your ECOG performance status 0 or 1?"", ""Do you have clinical stage I-III gastric adenocarcinoma according to the 8th edition of the American Joint Committee on Cancer System?"", ""Is laparoscopic distal gastrectomy with D2 lymphadenectomy scheduled?"", ""Is R0 surgery possible through these procedures?"", ""Has a written informed consent been obtained from you?"", ""Is the tumor size less than 5cm preoperatively?"", ""What is your age?""]"
NCT04848597,PD-1 Inhibitor and Nab-paclitaxel and Bevacizumab in CUP,"

1. The histopathologically confirmed metastasis is adenocarcinoma, squamous cell carcinoma, poorly differentiated carcinoma, poorly differentiated malignant tumor or neuroendocrine carcinoma;
2. Patients whose primary lesions cannot be found after standard evaluation prior to treatment: detailed history, physical examination, blood test, chest and pelvic CT, PET/CT (optional), endoscopy of symptomatic sites, and pathological examination;
3. Measurable lesions (RECIST 1.1 criteria);
4. Patients who have progressed after receiving first-line treatment for Carcinoma of Unknown Primary. For example, those who have received paclitaxel or docetaxel in the first-line treatment and progressed more than three months after the end of last treatment;
5. ECOG of 0-2;
6. Life expectancy\>3 months;
7. Within 7 days (including 7 days) before screening, the laboratory test data requirements: neutrophil count ≥1.5×10\^9/L, platelet count ≥90×10\^9/L, hemoglobin ≥90g/L (No blood transfusion in 14 days), serum total bilirubin ≤1.25 times the upper limit of normal (ULN); ALT and AST≤2.5 x ULN (patients with liver metastases ≤5x ULN); serum creatinine ≤1.25 x ULN

","[""Is the histopathologically confirmed metastasis adenocarcinoma, squamous cell carcinoma, poorly differentiated carcinoma, poorly differentiated malignant tumor, or neuroendocrine carcinoma?"", ""Have patients undergone standard evaluation including detailed history, physical examination, blood test, chest and pelvic CT, PET/CT (optional), endoscopy of symptomatic sites, and pathological examination where their primary lesions could not be found?"", ""Are there any measurable lesions according to the RECIST 1.1 criteria?"", ""Have patients progressed after receiving first-line treatment for Carcinoma of Unknown Primary, such as paclitaxel or docetaxel in the first-line treatment and progressed more than three months after the end of the last treatment?"", ""What is your ECOG score?"", ""Do you have a life expectancy greater than 3 months?"", ""Within the past 7 days, do your laboratory test results meet the following criteria: neutrophil count \u22651.5\u00d710\\^9/L, platelet count \u226590\u00d710\\^9/L, hemoglobin \u226590g/L (no blood transfusion in 14 days), serum total bilirubin \u22641.25 times the upper limit of normal (ULN); ALT and AST\u22642.5 x ULN (patients with liver metastases \u22645x ULN); serum creatinine \u22641.25 x ULN?""]"
NCT04688697,Prepectoral and Subpectoral Implant-based Breast Reconstruction,"

1. More than 18 years old
2. Female
3. Preoperative pathology confirming invasive breast carcinoma or ductal carcinoma in situ
4. Clinical T1 and T2 (Maximum tumor diameter ≤5 cm)
5. Clinical ALN negative (Clinical physical examination and ultrasound indicate axillary lymph node negative; Suspected abnormality of axillary lymph node, and fine needle aspiration negative)
6. No clinical or imaging evidence of distant metastasis
7. Patients to receive skin sparing mastectomy or nipple sparing mastectomy
8. BMI \< 35
9. Patients with no or mild mastoptosis
10. Prosthesis to be implanted \<500 ml
11. Be able and willing to sign the Informed Consent Form (ICF)

","[""Are you over 18 years old?"", ""Are you female?"", ""Has preoperative pathology confirmed invasive breast carcinoma or ductal carcinoma in situ?"", ""Is your clinical T1 or T2 (Maximum tumor diameter \u22645 cm)?"", ""Are your clinical ALN negative (Clinical physical examination and ultrasound indicate axillary lymph node negative; Suspected abnormality of axillary lymph node, and fine needle aspiration negative)?"", ""Do you have no or mild mastoptosis?"", ""Is the prosthesis to be implanted less than 500 ml?"", ""Is your BMI less than 35?"", ""Are you able and willing to sign the Informed Consent Form (ICF)?""]"
NCT05688033,Dosimetric Limitation of Pelvic Bone and Peritoneal Space in Rectal Cancer Patients During Chemoradiotherapy,"

1. Patients with rectal adenocarcinoma
2. Clinical staged T3/4 or any node-positive disease
3. Age of 18-75 years
4. Karnofsky Performance Status \> 80
5. Adequate bone marrow reserve, renal and hepatic functions
6. Without previous antitumoural chemotherapy
7. No evidence of metastatic disease
8. Written informed consent before randomization
9. UGT1A1's genotype of 6/6 or 6/7

","[""Are you a patient with rectal adenocarcinoma?"", ""Is your clinical stage T3/4 or do you have node-positive disease?"", ""Are you within the age range of 18 to 75 years?"", ""Do you have a Karnofsky Performance Status greater than 80?"", ""Do you have adequate bone marrow reserve, renal, and hepatic functions?"", ""Have you received previous antitumoural chemotherapy?"", ""Is there no evidence of metastatic disease in your case?"", ""Have you provided written informed consent before randomization?"", ""Do you have the UGT1A1's genotype of 6/6 or 6/7?""]"
NCT04879654,Toripalimab Combined With Radiotherapy and Chemotherapy in the Treatment of SNMM After Endoscopic Surgery,"

1.Pathologically diagnosed as sinonasal malignant mucosal melanoma, locally resectable and no contraindication for surgery or radiation. 2.T3 and T4. 3.Age ≥18 year-old 4.No distant metastasis 5.No head and neck radiation and systemic anti-tumor therapy performed in the past 5 years. 6.The performance status of the Eastern Cooperative Oncology Group(ECOG) is 0-2 points and surgery after general anesthesia and postoperative radiation could be tolerated. 7.Accepted organ function

","[""Are you pathologically diagnosed with sinonasal malignant mucosal melanoma that is locally resectable and without any contraindications for surgery or radiation?"", ""Is your tumor classified as T3 or T4 stage?"", ""Are you aged 18 years or older?"", ""Do you have no evidence of distant metastasis?"", ""Were you not subjected to head and neck radiation or systemic anti-tumor therapy within the last 5 years?"", ""Is your Eastern Cooperative Oncology Group (ECOG) performance status between 0-2 points, allowing for toleration of surgery under general anesthesia followed by postoperative radiation?"", ""Do you possess acceptable organ function?""]"
NCT05675254,The Prevalence and Risk Factors of Coagulopathy in Pediatric Epilepsy Surgery Patients,"

* Age\<18 years
* A discharge diagnosis of ""epilepsy"" according to the International Classification of Diseases (ICD-10)
* Received surgical treatment for epilepsy during the hospitalization
* Hospitalized between January 2015 and December 2021 at the Neurosurgery Department of Children's Hospital of Fudan University
* Non-epileptic children who underwent non-epilepsy neurological surgery by the same surgeon and were admitted at the same period for control

","[""Are you less than 18 years old?"", ""Is your discharge diagnosis 'epilepsy' according to ICD-10?"", ""Did you receive surgical treatment for epilepsy during your hospitalization?"", ""Were you hospitalized between January 2015 and December 2021 at the Neurosurgery Department of Children's Hospital of Fudan University?"", ""Did you undergo non-epilepsy neurological surgery by the same surgeon during the same period as non-epileptic children for comparison?""]"
NCT04416854,The Value of Palliative Primary Tumor Resection in Metastatic Colon Cancer,"

* 75 years old
* ECOG (Eastern Cooperative Oncology Group) 0-1 and expected survival period for 6 months or more
* Pathological diagnosis of colon cancer adenocarcinoma
* At least one measurable objective tumor lesions which could be evaluated.
* Primary and metastatic tumors exist at the same time, and distant metastases are not resectable
* ANC≥1.5\*109/L；PLT≥90\*109/L；HB≥90g/L；TBI≤1.5(UNL); ALT、AST≤2.5ULN；Cr≤1.0(ULN) screening within 7 days
* No systemic chemotherapy
* Patients with voluntary participation, and sign the informed consent

","[""Are you 75 years old?"", ""Is your ECOG score 0-1?"", ""Do you have an expected survival period of 6 months or more?"", ""Has your pathology confirmed colon cancer adenocarcinoma?"", ""Does your tumor have at least one measurable objective lesion?"", ""Do you have both primary and metastatic tumors that are not resectable?"", ""Is your ANC \u2265 1.5 * 10^9/L?"", ""Is your PLT \u2265 90 * 10^9/L?"", ""Is your HB \u2265 90g/L?"", ""Is your TBI \u2264 1.5 (UNL)?"", ""Are your ALT, AST \u2264 2.5 ULN?"", ""Is your Cr \u2264 1.0 (ULN)?"", ""Have you received any systemic chemotherapy before?"", ""Are you willing to participate in this study and sign the informed consent?""]"
NCT04418154,Neoadjuvant Dose-dense EC Followed by ABX With PD-1 for Triple Negative Breast Cancer Patients,"

* Age 18 to 70 years old, female.
* Patients with histologically confirmed unilateral primary invasive breast cancer who meet the criteria of cT2-4NanyM0.
* Patients with ER negative and PR negative by immunohistochemistry (IHC), and HER-2 negative disease. HER2-negative disease was defined as follows: disease whose HER-2 is 1+ or negative by IHC, or fluorescence in situ hybridization (FISH) is negative if IHC is 2+.
* According to the RECIST 1.1 criteria, there is at least one measurable objective lesion.
* Eastern Cooperative Oncology Group (ECOG) performance score 0-1.
* Baseline left ventricular ejection fraction (LVEF) is greater than or equal to (\>/=) 55%.
* Bone marrow function is required as follows: neutrophils are more than or equal to (\>/=) 1.5×109/L, platelets more than or equal to (\>/=) 100×109/L, and hemoglobin more than or equal to (\>/=) 90g/L.
* Hepatic and renal function are required as follows: serum creatinine is less than or equal to (\</=) 1.5 times of upper limits of normal (ULN), aspartate transaminase (AST) and alanine aminotransferase (ALT) less than or equal to (\</=) 2.5 times of ULN, and total bilirubin less than or equal to (\</=) 1.5 times of ULN or \</= 2.5 times of ULN if patient is with Gilbert's syndrome.
* With good compliance with the planned treatment, are able to understand the follow-up procedures of this study and sigh the informed consent form.

Signed informed consent.

","[""Are you within the age range of 18 to 70 years old?"", ""Have you been diagnosed with unilateral primary invasive breast cancer?"", ""Is your tumor categorized as cT2-4NanyM0?"", ""Is your tumor ER negative and PR negative by immunohistochemistry (IHC)?"", ""Is your tumor defined as HER-2 negative?"", ""Does your lesion meet the criteria of being measurable according to RECIST 1.1?"", ""Is your ECOG performance score between 0-1?"", ""Is your baseline LVEF greater than or equal to 55%?"", ""Do you have sufficient bone marrow function with neutrophils more than or equal to 1.5\u00d7109/L, platelets more than or equal to 100\u00d7109/L, and hemoglobin more than or equal to 90g/L?"", ""Is your hepatic and renal function within the specified limits?"", ""Are you able to comply with the planned treatment and understand the follow-up procedures of this study?"", ""Have you signed the informed consent form?""]"
NCT05759754,Effects of Traditional Chinese Medicine (GSJYF) in Children With Inherited Proteinuric Kidney Disease,"

* Aged 3-18 years；
* Proteinuria associated with hereditary nephropathy, which was confirmed by mutations in podocyte genes or syndromal genes (including collagens);
* Urine protein more than 500 mg/24 hours and/or UPCR (in first-morning void) more than 0.5 mg/mg at time of baseline despite ACEI or ARB treatment for at least 3 months;
* Estimated GFR ≥ 45 ml/min/1.73m2 (estimated with Schwartz formula);
* Without any immunosuppressive medications such as corticosteroids, calcineurin inhibitors, etc；
* On a stable dose of ACEI or ARB for at least 4 weeks；
* Willingness to give written consent and comply with the study protocol.

","[""Are you aged between 3 and 18 years?"", ""Is your proteinuria associated with hereditary nephropathy, confirmed by mutations in podocyte genes or syndromal genes?"", ""Does your urine protein exceed 500 mg/24 hours and/or your UPCR (in first-morning void) exceed 0.5 mg/mg at baseline despite ACEI or ARB treatment for at least 3 months?"", ""Is your estimated GFR greater than or equal to 45 ml/min/1.73m2?"", ""Are you not taking any immunosuppressive medications such as corticosteroids, calcineurin inhibitors, etc.?"", ""Have you been on a stable dose of ACEI or ARB for at least 4 weeks?"", ""Are you willing to provide written consent and comply with the study protocol?"", ""How old are you?"", ""What is your diagnosis regarding leukemia?"", ""What about your diagnosis for myelodysplastic syndrome?"", ""And your myeloproliferative neoplasm diagnosis?""]"
NCT05893056,Cryoablation Combined With Tislelizumab Plus Lenvatinib In Previously Treated Gastric Cancer Liver Metastasis (CASTLE-09),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have gastric cancer liver metastasis.
* Participants must have failed at least one previous systemic chemotherapy regimens in the liver metastatic setting.
* Participants who had received previous anti-angiogenesis or anti-PD1/PDL1 therapy were eligible.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""Are you aged 18 years or older?"", ""Do you have a diagnosis of gastric cancer with liver metastasis?"", ""Have you failed at least one previous systemic chemotherapy regimen in the liver metastatic setting?"", ""Are you eligible if you previously received anti-angiogenesis or anti-PD1/PDL1 therapy?"", ""Is there at least one measurable site of disease according to RECIST v1.1 criteria?"", ""What is your performance status on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Do you have adequate blood counts, liver enzymes, and renal function as specified?"", ""Are female participants with reproductive potential willing to undergo a negative pregnancy test within 7 days before starting the trial?""]"
NCT05479409,Neoadjuvant Radiation in Locally Advanced Breast Cancer,"

* Histologically or cytologically confirmed locally advanced breast carcinoma
* Inoperable with with 4-6 courses of prior chemotherapy
* No contradiction of radiation or chemo-radiotherapy
* Patients should have the ability to understand and the willingness to sign a written informed consent document
* Signed informed consent must be obtained prior to any study specific procedures

","[""Has the patient had histologically or cytologically confirmed locally advanced breast carcinoma?"", ""Is the patient's cancer considered inoperable after 4-6 courses of prior chemotherapy?"", ""Is there any contraindication for radiation or chemo-radiotherapy for this patient?"", ""Can the patient comprehend and agree to sign a written informed consent document?"", ""Has informed consent been obtained before conducting any procedures related to the study?""]"
NCT05306509,Nurse-initiated Conversations for Early Integration of Palliative Care in Pediatric Oncology,"

* Children within eight weeks of initial oncologic diagnosis or within eight weeks of relapse/recurrent disease diagnosis
* Children speaking Chinese
* Children's family caregivers accompanying the child in the hospital (only one family member is eligible to take this role under current hospital policy)
* Children's family caregivers speaking Chinese
* Health care providers who are taking care of the eligible children, including but not limited to physicians, nurses, and social workers

","[""Is your child within eight weeks of initial oncologic diagnosis or within eight weeks of relapse/recurrent disease diagnosis?"", ""Does your child speak Chinese?"", ""Is there a family caregiver accompanying your child in the hospital, and is this caregiver eligible to take this role under current hospital policy?"", ""Does the family caregiver accompanying your child in the hospital speak Chinese?"", ""Are health care providers, such as physicians, nurses, and social workers, taking care of your eligible child?""]"
NCT05142709,Real-world Experience of ICIs Plus Chemotherapy for Advanced ESCC.,"

Age \> 18, had an Eastern Cooperative Oncology Group performance status score of 0-3; Patients had unresectable or recurrent disease that precluded esophagectomy or definitive chemoradiation, or distant metastatic disease; Patients had received no previous systemic therapy (patients who had progressed ≥6 months after \[neo\]adjuvant therapy or definitive chemoradiation were eligible); Patients accepted at least one cycle of anti-PD-1 immunotherapy as 1st line treatment, combined chemotherapy was allowed.

Patients who provided informed consent by appropriate methods. In dead case, optout will be applicable.

","[""Are you over 18 years old?"", ""Did you provide informed consent for the study?"", ""Was your Eastern Cooperative Oncology Group performance status score between 0-3?"", ""Was your disease unresectable or recurrent, precluding esophagectomy or definitive chemoradiation?"", ""Did you have distant metastatic disease?"", ""Had you received any previous systemic therapy?"", ""If you had received \\[neo\\]adjuvant therapy or definitive chemoradiation, was it more than 6 months ago?"", ""Are you willing to receive at least one cycle of anti-PD-1 immunotherapy as your first-line treatment?"", ""Is chemotherapy combined with anti-PD-1 immunotherapy acceptable for you?""]"
NCT06088056,A Phase II Study of T-DXd Plus SRT in HER2-positive Breast Cancer Brain Metastases,"

* Pathologically confirmed HER2 positive advanced breast cancer
* Age\>18 years.
* Brain metastases confirmed by enhanced brain MRI. Metastases number less than 15.
* KPS≥70 or KPS ≥60 with neurologic symptoms caused by BM
* Life expectancy of more than 6 months
* Prior therapy of oral dexamethasone not exceeding 16mg/d
* Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
* Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

  1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
  2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
  3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
  4. LVEF ≥ 50%
  5. QTcF \< 480 ms
  6. INR≤1.5×ULN，APTT≤1.5×ULN
* Signed the informed consent form prior to patient entry

","[""Are you pathologically confirmed as having HER2 positive advanced breast cancer?"", ""How old are you?"", ""Have you had brain metastases confirmed by enhanced brain MRI?"", ""How many brain metastases do you have?"", ""Is your Karnofsky Performance Status (KPS) greater than or equal to 70 or 60 with neurological symptoms due to brain metastases?"", ""Do you have a life expectancy of more than 6 months?"", ""Was your prior therapy with oral dexamethasone less than 16mg per day?"", ""Is it more than 2 weeks since your last therapy?"", ""Have all your screening laboratory values met the specified criteria within the last 28 days?"", ""Do you have an Absolute Neutrophil Count (ANC) of at least 1.5 x 10^9/L?"", ""Is your platelet count at least 90 x 10^9/L?"", ""Is your hemoglobin level at least 90 g/L?"", ""Is your Aspartate aminotransferase/Alanine aminotransferase (AST/ALT) level within the specified limit?"", ""Is your Serum BUN and Creatinine level within the specified limit?"", ""Is your Left Ventricular Ejection Fraction (LVEF) at least 50%?"", ""Is your QTcF value less than 480 ms?"", ""Is your International Normalized Ratio (INR) within the specified limit?"", ""Are your Activated Partial Thromboplastin Time (APTT) within the specified limit?"", ""Have you signed the informed consent form before being enrolled in the study?""]"
NCT05752409,Comparison of Esketamine-Propofol and Fentanyl-Propofol,"

* age 》60 years
* American Society of Anesthesiologists (ASA) class I or II

","[""What is your age at the time of transplantation?"", ""Are you classified as ASA class I or II?""]"
