nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05208437,Shorten the Time Required to Correct the Arrival of Complete Oral Feeding in Premature Infants,"

* Gestational age \<32w;
* Admit within 72 hours of birth;
* The guardian signs the informed consent;
* OI (oxygenation index \>300)

","```json
[
  {
    ""question"": ""Was your baby born before 32 weeks of gestation?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Was the baby admitted to the hospital within 72 hours of birth?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Has the guardian signed the informed consent form?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Does your baby have an oxygenation index (OI) greater than 300?"",
    ""type"": 2,
    ""option"": [
      {
        ""label"": ""Yes"",
        ""value"": ""true""
      },
      {
        ""label"": ""No"",
        ""value"": ""false""
      }
    ]
  }
]
```"
NCT05468515,Reference Interval for SPO2 in Neonates at High Altitudes During First 2 Hours and Umbilical Artery Blood Gas,"

* Infants with a gestational age between 35 to 42 weeks who were born alive and appearing well as defined by:

  1. normal vital signs (heart rate ranging from 110 to 180 beats/minute, respiratory rate ranging from 30 to 60 breaths/minute, temperature ranging from 36.5°C to 37.5°C),
  2. absence of signs of illness such as respiratory distress.
  3. the mothers resided in the study area.

","[
  {
    ""question"": ""Was the infant born between 35 to 42 weeks of gestational age?"",
    ""type"": 2
  },
  {
    ""question"": ""Is the infant born alive and appearing well with normal vital signs?"",
    ""type"": 2
  },
  {
    ""question"": ""Does the infant have a heart rate ranging from 110 to 180 beats/minute?"",
    ""type"": 2
  },
  {
    ""question"": ""Does the infant have a respiratory rate ranging from 30 to 60 breaths/minute?"",
    ""type"": 2
  },
  {
    ""question"": ""Does the infant have a temperature ranging from 36.5°C to 37.5°C?"",
    ""type"": 2
  },
  {
    ""question"": ""Are there any signs of illness such as respiratory distress in the infant?"",
    ""type"": 2
  },
  {
    ""question"": ""Did the mother reside in the study area?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the gestational age of the infant?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the heart rate of the infant?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the respiratory rate of the infant?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the temperature of the infant?"",
    ""type"": 1
  }
]"
NCT04449237,Mechanism Research of Tinnitus Based on Electroencephalogram and Acoustic Therapy Intervention,"

1. 18-30 years old, male or female;
2. PTA (0.5,1,2kHz) ≤25dB HL;
3. Tinnitus is a major problem faced by patients (except healthy volunteers);
4. tinnitus course \> for 3 months;
5. Healthy, no history of other ear diseases, no history of hearing impairment;
6. There are no other medical, psychological or social problems that need urgent treatment, and no other problems that interfere with tinnitus-related treatment;
7. Voluntary tinnitus treatment, and have enough time to cooperate with treatment.

","[""Are you between the ages of 18 and 30?"", ""Does your PTA (0.5,1,2kHz) measure 25dB HL or less?"", ""Is tinnitus a significant issue in your life (for patients only)?"", ""How long have you been experiencing tinnitus?"", ""Do you have a history of other ear diseases or hearing impairment?"", ""Are there any other medical, psychological, or social issues that need immediate treatment, or any other problems that would interfere with tinnitus-related treatment?"", ""Are you volunteering for tinnitus treatment and do you have sufficient time to participate in the treatment process?""]"
NCT06000137,The Comparison of the Analgesic Effects of Dezocine and Sufentanil in Patient-controlled Analgesia After Laryngectomy,"

* Patients who underwent elective partial laryngectomy
* American society of Anesthesiologists (ASA) physical status classification :Ⅰ\~Ⅱ

","[
    {
        ""question"": ""Were you scheduled for an elective partial laryngectomy?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""What is your American Society of Anesthesiologists (ASA) physical status classification?"",
        ""type"": 1,
        ""option"": [
            ""Ⅰ"",
            ""Ⅱ"",
            ""Ⅲ"",
            ""Ⅳ"",
            ""Ⅴ""
        ]
    },
    {
        ""question"": ""Is your physical status classified as Ⅰ or Ⅱ by the American Society of Anesthesiologists (ASA)?"",
        ""type"": 2,
        ""option"": [
            {
                ""label"": ""Yes"",
                ""value"": ""true""
            },
            {
                ""label"": ""No"",
                ""value"": ""false""
            }
        ]
    }
]"
NCT04766515,Observational Prospective Study of Immune Checkpoint Inhibitors for Solid Neoplasms,"

* Age at least 18 years.
* Pathologically confirmed diagnosis of a solid tumor cancer.
* Patients receiving treatment with immune checkpoint inhibitors.
* Ability to understand and willingness to provide the informed consent.

","[{
		""question"": ""Are you at least 18 years of age?"",
		""type"": 2
	},
	{
		""question"": ""Has your diagnosis of a solid tumor cancer been pathologically confirmed?"",
		""type"": 2
	},
	{
		""question"": ""Are you currently receiving treatment with immune checkpoint inhibitors?"",
		""type"": 2
	},
	{
		""question"": ""Do you have the ability to understand and willingness to provide informed consent?"",
		""type"": 2
	}
]"
NCT05925309,Preventive Effect of Prophylactic Oral Antibiotics Against Cholangitis After Kasai Portoenterostomy,"

* Patients whose age of operation is 14-90 d. Sex and race are not restricted;
* Patients who are born with gestational age older than 36 weeks;
* Patients whose body weight before operation \> 2 kg;
* Patients diagnosed of type-III BA and underwent KP in Children's Hospital of Fudan University;
* The type-III BA diagnosis is based on cholangiography or operation;
* Patients whose histological features of liver biopsies are reported. HE staining and Masson staining are required, and edema, inflammation, fibrosis, and hyperplasia of intrahepatic bile duct should be reported;
* Patients who are not allergic to postoperative medications;
* Patients who haven't accepted other antibiotic or probiotic therapy.

","[{
	""question"": ""What is your age at the time of the operation?"",
	""type"": 1,
	""option"": []
}, {
	""question"": ""Were you born with a gestational age of more than 36 weeks?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""What is your body weight before the operation?"",
	""type"": 1,
	""option"": []
}, {
	""question"": ""Have you been diagnosed with type-III biliary atresia and underwent Kasai portoenterostomy (KP) at Children's Hospital of Fudan University?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""Was your type-III biliary atresia diagnosis based on cholangiography or operation?"",
	""type"": 2,
	""option"": [{
		""text"": ""Cholangiography""
	}, {
		""text"": ""Operation""
	}, {
		""text"": ""Both""
	}]
}, {
	""question"": ""Have you undergone a liver biopsy and received a report on its histological features?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""Were HE staining and Masson staining performed on your liver biopsy?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""Were there signs of edema, inflammation, fibrosis, and hyperplasia of the intrahepatic bile duct reported in your liver biopsy?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""Are you allergic to any postoperative medications?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}, {
	""question"": ""Have you been receiving any other antibiotic or probiotic therapy?"",
	""type"": 2,
	""option"": [{
		""text"": ""Yes""
	}, {
		""text"": ""No""
	}]
}]"
NCT05392985,Detection and Analysis of MBC With Heterogeneous ER Expression,"

* Patients received 18F-FES PET/CT in Fudan University Shanghai Cancer Center from 2017-2021.
* Patients had both FES positive (FES+) and negative (FES-) lesions in FES exam.
* Patients received further treatment.

","```json
[
  {
    ""question"": ""Were you diagnosed with both FES positive and negative lesions in the FES exam?"",
    ""type"": 2
  },
  {
    ""question"": ""Did you receive 18F-FES PET/CT at Fudan University Shanghai Cancer Center between 2017 and 2021?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you undergone further treatment since the FES exam?"",
    ""type"": 2
  },
  {
    ""question"": ""What type of lesions did you have in the FES exam?"",
    ""type"": 1,
    ""option"": [""FES+"", ""FES-""]
  },
  {
    ""question"": ""Can you provide the dates of your 18F-FES PET/CT scans at Fudan University Shanghai Cancer Center?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Were the treatment options you received based on the FES exam results?"",
    ""type"": 2
  },
  {
    ""question"": ""How many FES positive and negative lesions did you have, respectively?"",
    ""type"": 1,
    ""option"": []
  }
]
```"
NCT05161585,"Evaluation of Circulating Tumor DNA Guided Surveillance Strategy of Stage III Colorectal Cancer: an Open, Prospective, Randomized Controlled Cohort Study","

* Age ≥ 18 and ≤80 years old, regardless of gender;
* Personal status (PS) score as over 80 or Eastern Cooperative Oncology Group (ECOG) score as 0 \~ 2;
* Pathologically confirmed as stage III colorectal cancer;
* Radical operation performed ;
* With expected survival of more than 12 months;
* The subjects (or their legal representative / Guardian) must sign the informed consent form, indicating that they understand the purpose of the study, understand the necessary procedures of the study, and are willing to participate in the study.

","[""Are you between the ages of 18 and 80 years old?"", ""Does your Personal Status (PS) score exceed 80 or your Eastern Cooperative Oncology Group (ECOG) score range from 0 to 2?"", ""Have you been pathologically confirmed to have stage III colorectal cancer?"", ""Have you undergone a radical operation?"", ""Is your expected survival period more than 12 months?"", ""Have you signed the informed consent form, indicating that you understand the purpose of the study, the necessary procedures, and your willingness to participate?"", ""What is your age?"", ""What is your Personal Status (PS) score?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""What is the stage of your colorectal cancer?"", ""How many months is your expected survival period?""]"
NCT04334785,Evaluation for the Effectiveness and Safety of Cryo-ablation in the Treatment of Early Invasive Breast Cancer,"

stage 1:

1. female
2. ≥18 years old
3. invasive ductal carcinoma proved by core needle biopsy. Other type of breast cancer should be well considered and decided by investigators. Pathological report should be complete (with the result of ER, PR , HER2, KI67 etc., and FISH report of ERBB2 gene if necessary).
4. lump can be detected by ultrasound.
5. image results (including ultrasound, mammography and MR image) prove the lump is single-center, the maximum diameter of the lump \<2cm.
6. with enough breast tissue, and enough space from lump to skin.
7. patients is not pregnant and has no plan for pregnancy in 2 years.
8. ECOG level: 0-2
9. serum creatinine≤1.1 mg/dl
10. for patients with double side (left and right side) breast cancer, both side of the tumor should meet the inclusion criteria.
11. patients are accessible for the follow up and mentally healthy.

stage 2:

1. female
2. ≥18 years old
3. invasive ductal carcinoma proved by core needle biopsy. Other type of breast cancer should be well considered and decided by investigators. Pathological report should be complete (with the result of ER, PR , HER2, KI67 etc., and FISH report of ERBB2 gene if necessary).
4. lump can be detected by ultrasound.
5. image results (including ultrasound, mammography and MR image) prove the lump is single-center, the maximum diameter of the lump \<1.5cm.
6. with enough breast tissue, and enough space from lump to skin.
7. clinically N0 before cryo-ablation.
8. patients is not pregnant and has no plan for pregnancy in 2 years.
9. ECOG level: 0-2
10. serum creatinine≤1.1 mg/dl
11. for patients with double side (left and right side) breast cancer, both side of the tumor should meet the inclusion criteria.
12. patients are accessible for the follow up and mentally healthy.

","[
    {
        ""question"": ""Are you a female?"",
        ""type"": 2
    },
    {
        ""question"": ""How old are you?"",
        ""type"": 1
    },
    {
        ""question"": ""Have you been diagnosed with invasive ductal carcinoma confirmed by core needle biopsy?"",
        ""type"": 2
    },
    {
        ""question"": ""What is the pathological report status regarding ER, PR, HER2, KI67, and ERBB2 gene FISH report?"",
        ""type"": 2
    },
    {
        ""question"": ""Can the lump in your breast be detected by ultrasound?"",
        ""type"": 2
    },
    {
        ""question"": ""Do your imaging results (ultrasound, mammography, MR image) indicate a single-center lump with a maximum diameter of less than 2cm?"",
        ""type"": 2
    },
    {
        ""question"": ""Do you have enough breast tissue and space between the lump and skin?"",
        ""type"": 2
    },
    {
        ""question"": ""Are you currently pregnant or planning to become pregnant in the next 2 years?"",
        ""type"": 2
    },
    {
        ""question"": ""What is your ECOG level?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your serum creatinine level?"",
        ""type"": 1
    },
    {
        ""question"": ""For patients with bilateral breast cancer, do both sides of the tumor meet the inclusion criteria?"",
        ""type"": 2
    },
    {
        ""question"": ""Are you accessible for follow-up and mentally healthy?"",
        ""type"": 2
    }
]"
NCT05794711,Intraoperative Frozen Section Pathology to Guide Surgical Treatment for Lung Adenocarcinoma (ECTOP-1015),"

* Patients who sign the informed consent form and are willing to complete the study according to the study protocol;
* No previous history of cancer or pulmonary surgery;
* Solitary lesions or multiple lesions with only one not manifesting as pure ground-glass opacity (GGO) on CT scan;
* Peripheral clinical T1N0M0 patients that are eligible for surgery;
* Non-small cell lung cancer is pathologically diagnosed before or at surgery;
* No radiation therapy or chemotherapy before surgery.

","[""Have you signed the informed consent form and agreed to participate in the study as outlined in the study protocol?"", ""Do you have a history of cancer or pulmonary surgery?"", ""Does your CT scan show solitary or multiple lesions, with only one lesion not presenting as pure ground-glass opacity (GGO)?"", ""Are you a peripheral clinical T1N0M0 patient eligible for surgery?"", ""Has your non-small cell lung cancer been pathologically diagnosed before or during surgery?"", ""Have you undergone radiation therapy or chemotherapy before surgery?"", ""How many lesions are present on your CT scan?""]"
NCT04856761,A Study of Capecitabine Versus S-1 as Adjuvant Therapy in Patients With Biliary Tract Carcinoma After Surgical Resection,"

1. Male or female, age\> 18 years old, and \<75 years old.
2. Diagnosis is gallbladder cancer or biliary adenocarcinoma via pathological histology.
3. Patients have received curative surgery of gallbladder cancer or bile duct cancer, and postoperative pathology has confirmed R0 / R1 resection.
4. Ability to comply with the study protocol, in the investigator's judgment.
5. No tumor recurrence before the start of chemotherapy.
6. No fluorouracil drugs were used in the past six months.
7. The main organ function is good, that is, within 14 days before the start of medication, laboratory inspection confirmed that there is sufficient bone marrow function, liver function, renal function, heart function: hemoglobin ≥90g / L; neutral granulocyte count ≥1.5 × 109 / L; platelet ≥ 70 × 109 / L; alt, AST ≤ 3 × ULN (normal value upper limit); total bilirubin ≤ 2.5 × ULN (normal value upper limit)); serum creatinine \<1.5 × ULN (normal value upper limit); Serum albumin ≥ 30g / L; coagulation function: PT extended \<2s.
8. ECOG score \<2.
9. Signed Informed Consent Form.
10. Male and female subjects with potential fertility must agree to adopt high-efficiency contraceptive methods during the study of at least 3 months after receiving the last treatment.

","```json
[
  {
    ""question"": ""Are you male or female?"",
    ""type"": 2
  },
  {
    ""question"": ""How old are you?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you been diagnosed with gallbladder cancer or biliary adenocarcinoma through histopathology?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you undergone curative surgery for gallbladder cancer or bile duct cancer, and has the postoperative pathology confirmed R0/R1 resection?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have the ability to comply with the study protocol, as judged by the investigator?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you had a tumor recurrence before the start of chemotherapy?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you used fluorouracil drugs in the past six months?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your hemoglobin level within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your neutrophil count within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your platelet count within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your ALT and AST level within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your total bilirubin level within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your serum creatinine level within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your serum albumin level within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your PT extension within the last 14 days before the start of medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your ECOG score?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you signed the Informed Consent Form?"",
    ""type"": 2
  },
  {
    ""question"": ""If you are of childbearing potential, have you agreed to adopt high-efficiency contraceptive methods during the study and at least 3 months after receiving the last treatment?"",
    ""type"": 2
  }
]
```"
NCT05192811,The Effect of Intervention With Probiotic K56 on Body Fat Reduction in Obese Subjects,"

* Obesity : BMI\>=30kg/m2,or percent body fat(PBF) \>=25% for male, \>=30% for female.

（Note: If PBF was eligible, it was recommended that 26 ≤ BMI ≤ 40）

* Age: 40 - 65 years old adults
* Who has the conditions to preserve the test samples at low temperature throughout the whole process

","```json
[
  {
    ""question"": ""Do you have a BMI of 30 or higher (kg/m^2)?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a PBF of 25% or higher for males, or 30% or higher for females?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you between the ages of 40 and 65 years old?"",
    ""type"": 2
  },
  {
    ""question"": ""Can you ensure the test samples are preserved at low temperature throughout the process?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your BMI? (if PBF is eligible, it should be between 26 and 40 kg/m^2)"",
    ""type"": 1
  },
  {
    ""question"": ""What is your PBF?"",
    ""type"": 1
  },
  {
    ""question"": ""How old are you?"",
    ""type"": 1
  }
]
```"
NCT04607993,Study on the Effectiveness and Feasibility of Prone Position Ventilation Technology in Congenital Heart Disease,"

* Patients with lung injury after congenital heart disease or chest X-ray CT suggest that pulmonary complications need to strengthen body drainage
* Establish artificial airway, such as tracheal intubation
* Children aged 0-12 months
* Stable hemodynamics, more than 72 hours after surgery
* Informed consent of family members

","[""Does the patient have lung injury after congenital heart disease or chest X-ray CT suggest that pulmonary complications need to strengthen body drainage?"", ""Has the patient established an artificial airway, such as tracheal intubation?"", ""What is the age of the patient?"", ""How long has it been since the patient's surgery and are they currently stable hemodynamically?"", ""Has the family members of the patient given informed consent?""]"
NCT06344793,"Initial CDK 4/6 Inhibitor Plus Endocrine Therapy Versus Initial Chemotherapy in HR Positive, HER2 Negative Unresectable or Metastatic Breast Cancer","

1. age \>= 18 years old;
2. Patients who were diagnosed as HR Positive, HER2 Negative recurrent unresectable (local or regional) or stage IV (M1) breast cancer between June 2020 to October 2023;
3. Received CDK4/6 inhibitor plus endocrine treatment or chemotherapy as first-line therapy for at least one cycle;
4. Complete medical history was available.

","```json
[
  {
    ""question"": ""How old are you?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Have you been diagnosed with HR Positive, HER2 Negative recurrent unresectable (local or regional) or stage IV (M1) breast cancer between June 2020 to October 2023?"",
    ""type"": 2,
    ""option"": [
      {
        ""label"": ""Yes"",
        ""value"": ""Yes""
      },
      {
        ""label"": ""No"",
        ""value"": ""No""
      }
    ]
  },
  {
    ""question"": ""Have you received CDK4/6 inhibitor plus endocrine treatment or chemotherapy as first-line therapy for at least one cycle?"",
    ""type"": 2,
    ""option"": [
      {
        ""label"": ""Yes"",
        ""value"": ""Yes""
      },
      {
        ""label"": ""No"",
        ""value"": ""No""
      }
    ]
  },
  {
    ""question"": ""Is your complete medical history available?"",
    ""type"": 2,
    ""option"": [
      {
        ""label"": ""Yes"",
        ""value"": ""Yes""
      },
      {
        ""label"": ""No"",
        ""value"": ""No""
      }
    ]
  }
]
```"
NCT04927611,Single-cell Sequencing and Establishment of Models in Neuroendocrine Neoplasm,"

1. Between the ages of 18 and 80, with any gender;
2. Physical fitness score ECOG 0～1 points;
3. The diagnosis is considered as gastrointestinal pancreatic neuroendocrine tumor or pancreatic ductal adenocarcinoma;
4. There is no obvious contraindication to surgery or biopsy;
5. Uncompensated liver cirrhosis, acute and chronic hepatitis and other diseases;
6. No history of other biliary tract related diseases;
7. Volunteer to participate and sign the informed consent form. -

","```json
[
  {
    ""question"": ""Are you between the ages of 18 and 80?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your ECOG physical fitness score?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you been diagnosed with a gastrointestinal pancreatic neuroendocrine tumor or pancreatic ductal adenocarcinoma?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have any obvious contraindications to surgery or biopsy?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have uncompensated liver cirrhosis, acute and chronic hepatitis, or other related diseases?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a history of other biliary tract related diseases?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you volunteering to participate in the study and willing to sign the informed consent form?"",
    ""type"": 2
  }
]
```"
NCT04831528,"Decision-making of ctDNA in Patients With mCRC After Failure of First-line Treatment Containing Cetuximab - a Single-center, Phase II Clinical Study","

1. Age ≥18, gender unlimited;
2. Proven histologically by colorectal adenocarcinoma, local lesions can not be radical resection or metastatic colorectal cancer;
3. Patients with RAS and BRAF wild-type tissue genetic testing, receiving first-line treatment containing cetuximab, and radiographic evaluation of disease progression;
4. Eastern Cooperative Oncology Group (ECOG) physical condition score (PS) 0 \~ 2;
5. Expected survival of more than 3 months;
6. Within 7 days before screening (including 7 days), laboratory test data requirements were as follows: neutrophil count ≥1.5×109/L, platelet count ≥100×109/L, hemoglobin ≥90g/L (no blood transfusion within 14 days), serum total bilirubin ≤1.25 times the upper normal limit (ULN);ALT and AST≤ 2.5 x ULN (≤5x ULN in patients with liver metastasis);Serum creatinine ≤1.0 x ULN and creatinine clearance rate ≥60 mL /min;Left ventricular ejection fraction in ultrasound examination \&gt;55%;
7. At least one measurable lesion (RECIST 1.1 criteria);
8. Subjects (or their legal representative/guardian) must sign the informed consent indicating that they understand the purpose of the study, understand the necessary procedures of the study, and are willing to participate in the study.

","```json
[
  {
    ""question"": ""Are you at least 18 years of age?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you been histologically diagnosed with colorectal adenocarcinoma, with local lesions that cannot be radically resected or metastatic colorectal cancer?"",
    ""type"": 2
  },
  {
    ""question"": ""Has tissue genetic testing confirmed that you have RAS and BRAF wild-type for your colorectal cancer?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you currently receiving first-line treatment that includes cetuximab?"",
    ""type"": 2
  },
  {
    ""question"": ""Has there been a radiographic evaluation of disease progression?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) physical condition score (PS)?"",
    ""type"": 1
  },
  {
    ""question"": ""How long do you expect to survive?"",
    ""type"": 1
  },
  {
    ""question"": ""What was your neutrophil count in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was your platelet count in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was your hemoglobin level in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was the level of your serum total bilirubin in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What were the levels of your ALT and AST in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was your serum creatinine level in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was your creatinine clearance rate in the last laboratory test?"",
    ""type"": 1
  },
  {
    ""question"": ""What was the left ventricular ejection fraction in your last ultrasound examination?"",
    ""type"": 1
  },
  {
    ""question"": ""Do you have at least one measurable lesion according to RECIST 1.1 criteria?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you signed an informed consent form indicating that you understand the purpose and procedures of this study and agree to participate?"",
    ""type"": 2
  }
]
```"
NCT05386511,Real-world Study of UTD1 in Chinese Advanced Breast Cancer,"

1. Patients aged over 18 years old.
2. Metastatic breast cancer included unresectable locally advanced breast cancer, de novo stage IV breast cancer, and recurrent metastatic breast cancer.
3. Plan to receive or has received UTD1 monotherapy or UTD1 based therapy
4. Available medical history.

","[
  {
    ""question"": ""Are you over 18 years of age?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you been diagnosed with metastatic breast cancer, which includes unresectable locally advanced breast cancer, de novo stage IV breast cancer, or recurrent metastatic breast cancer?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a plan to receive UTD1 monotherapy or UTD1-based therapy?"",
    ""type"": 2
  },
  {
    ""question"": ""Is your medical history available for review?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1,
    ""option"": [""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49"", ""50""]
  },
  {
    ""question"": ""Please describe your diagnosis of metastatic breast cancer (e.g., unresectable locally advanced, de novo stage IV, recurrent)."",
    ""type"": 1
  },
  {
    ""question"": ""Have you discussed treatment options including UTD1 monotherapy or UTD1-based therapy with your healthcare provider?"",
    ""type"": 2
  },
  {
    ""question"": ""Please indicate if you have your medical history documentation readily accessible."",
    ""type"": 1,
    ""option"": [""Yes"", ""No""]
  }
]"
NCT05306028,Metformin and Insulin to Pancreatic Cancer Related Diabetes (Type 3c),"

* Signed informed content obtained prior to treatment
* Age ≥ 18 years and ≤ 80 years
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2
* Patients must have histologically confirmed pancreatic adenocarcinoma
* Fasting blood glucose ≥ 7.0 mmol/L（126 mg/dl）
* The expected survival after surgery ≥ 3 months

","[""Have you signed an informed consent form for this treatment?"", ""What is your age?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Have you been histologically confirmed to have pancreatic adenocarcinoma?"", ""What is your fasting blood glucose level?"", ""How long is your expected survival after surgery?""]"
NCT06195228,A Retrospective and Prospective Real-world Study of Molecular Typing in the Treatment of Advanced Thyroid Cancer,"

1. Patients volunteered to participate in this study and signed informed consent;
2. Age: ≥ 18 years old, male or female;
3. Histologically diagnosed locally advanced or recurrent / metastatic thyroid cancer that cannot undergo radical surgery meets one of the following requirements:

   1. Radioiodine-refractory thyroid cancer;
   2. Differentiated thyroid carcinoma not suitable for iodine therapy;
   3. Medullary thyroid carcinoma;
   4. High-grade or poorly differentiated thyroid cancer;
   5. Anaplastic thyroid cancer;
4. Patients who had undergone NGS testing (in our hospital or other hospitals) were able to query the test report or the key genetic test results recorded in the medical history (such as BRAF, RET, NTRK and other genetic test results).

","```json
[
  {
    ""question"": ""Have you volunteered to participate in this study and signed the informed consent form?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""Are you male or female?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you been histologically diagnosed with locally advanced or recurrent/metastatic thyroid cancer that cannot undergo radical surgery?"",
    ""type"": 2
  },
  {
    ""question"": ""Does your cancer meet one of the following requirements?"",
    ""type"": 2
  },
  {
    ""question"": ""Radioiodine-refractory thyroid cancer"",
    ""type"": 2
  },
  {
    ""question"": ""Differentiated thyroid carcinoma not suitable for iodine therapy"",
    ""type"": 2
  },
  {
    ""question"": ""Medullary thyroid carcinoma"",
    ""type"": 2
  },
  {
    ""question"": ""High-grade or poorly differentiated thyroid cancer"",
    ""type"": 2
  },
  {
    ""question"": ""Anaplastic thyroid cancer"",
    ""type"": 2
  },
  {
    ""question"": ""Have you undergone NGS testing (either in our hospital or other hospitals)?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you able to query the test report or the key genetic test results recorded in your medical history (such as BRAF, RET, NTRK, etc.)?"",
    ""type"": 2
  }
]
```"
