nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04761185,Raltitrexed in HIPEC,"

1. Ages 18-75 (including 18 and 75), regardless of gender;
2. ECOG score ≤1;
3. Patients with colorectal adenocarcinoma/mucinous adenocarcinoma/signet ring cell carcinoma/mucinous tumor confirmed by histopathology;
4. The laboratory test results within 1 week before treatment meet the following conditions:

   White blood cell (WBC) ≥ 4.0×109 /L;Neutrophil count (ANC) ≥ 1.8×109 /L;Platelet (PLT) ≥ 100×109/L;Hemoglobin (Hb) ≥ 80 g/L;Serum total bilirubin (TB) ≤ 1.5×ULN;Serum aspartate aminotransferase (AST) and serum alanine aminotransferase (ALT)≤ 2.5×ULN;Blood urea nitrogen (BUN) and blood creatinine (Cr) ≤ 1.5×ULN;
5. Patients voluntarily participate in this study, sign written informed consent, have good compliance and are willing to cooperate with the follow-up.

","[""How old are you?"", ""Do you have colorectal adenocarcinoma, mucinous adenocarcinoma, signet ring cell carcinoma, or mucinous tumor?"", ""What is your ECOG score?"", ""What were your white blood cell (WBC) count, neutrophil count (ANC), platelet (PLT) count, and hemoglobin (Hb) level within the last week before treatment?"", ""What were your serum total bilirubin (TB), serum aspartate aminotransferase (AST), and serum alanine aminotransferase (ALT) levels within the last week before treatment?"", ""What were your blood urea nitrogen (BUN) and blood creatinine (Cr) levels within the last week before treatment?"", ""Have you voluntarily decided to participate in this study and signed the written informed consent?"", ""Do you have good compliance and are you willing to cooperate with the follow-up?""]"
NCT05760378,Famitinib in Combination With Camrelizumab and TPC in The First-line Treatment of Immunomodulatory Locally Advanced or Metastatic TNBC.,"

* ECOG Performance Status of 0-1
* Expected lifetime of not less than three months
* Metastatic or locally advanced, histologically documented TNBC (absence of HER2, ER, and PR expression)
* Cancer stage: recurrent or metastatic breast cancer; Local recurrence be confirmed by the researchers could not be radical resection.
* Adequate hematologic and end-organ function, laboratory test results.
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1) • Patients had received no previous chemotherapy or targeted therapy for metastatic triple-negative breast cancer

","[""What is your ECOG Performance Status?"", ""How long do you expect to live?"", ""Is your TNBC histologically documented?"", ""What is the stage of your breast cancer?"", ""Have you received any previous chemotherapy or targeted therapy for metastatic TNBC?"", ""Do you have adequate hematologic and end-organ function?"", ""Do you have measurable disease according to RECIST v1.1?""]"
NCT04912271,Granisetron Transdermal Patch for Prophylaxis of Delayed CINV,"

1. Female aged ≥ 18 years;
2. Pathologically confirmed breast cancer;
3. The physical status score ECOG ≤ 2;
4. Life expectancy of ≥3 months;
5. Patients first or had already received chemotherapy;
6. Patients scheduled to receive HEC/MEC chemotherapy, and the main emetic drugs will be used within a single day;
7. Patients first use of granisetron transdermal patch;
8. In accordance with the indication of chemotherapy and basic requirements;

   * Peripheral haematology: Hb ≥8.0g/dL; absolute neutrophil count≥1.5×109/L; platelet count ≥80×109/L
   * Blood biochemistry: Total bilirubin \< 1.5×ULN, ALT and AST ≤ 2.5×ULN; if liver metastasis, ALT and AST \< 5×ULN, creatinine ≤ 1.5×ULN
9. Patients voluntarily participate and sign the informed consent form;
10. Be able to read, understand and complete patient diaries independently.

","[""Are you a female aged \u2265 18 years?"", ""Have you been pathologically confirmed to have breast cancer?"", ""What is your ECOG physical status score?"", ""How much is your expected life span?"", ""Have you previously received chemotherapy?"", ""Are you scheduled to receive HEC/MEC chemotherapy, and will the main emetic drugs be used within a single day?"", ""Is this your first time using granisetron transdermal patch?"", ""What is your hemoglobin (Hb) level?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What is your Alanine Aminotransferase (ALT) level?"", ""What is your Aspartate Aminotransferase (AST) level?"", ""If you have liver metastasis, what is your ALT level?"", ""What is your creatinine level?"", ""Have you voluntarily decided to participate and signed the informed consent form?"", ""Are you able to read, understand and independently complete patient diaries?""]"
NCT03527498,Evaluation of Long-term Neurodevelopment in Neonatal Encephalopathy by Infant Treadmill,"

1. Gestational age \< 33 weeks;
2. Correction of gestational age \< 3 months;
3. It has been diagnosed as hypoxic-ischemic encephalopathy, periventricular intraventricular hemorrhage, periventricular leukomalacia, bilirubin encephalopathy, persistent hypoglycemia and cerebral infarction.
4. There was no other therapeutic intervention before entering the study;
5. Informed consent is signed by the family.

","[""What is your gestational age?"", ""How much time has passed since your gestational age was corrected?"", ""Have you been diagnosed with hypoxic-ischemic encephalopathy?"", ""Have you been diagnosed with periventricular intraventricular hemorrhage?"", ""Have you been diagnosed with periventricular leukomalacia?"", ""Have you been diagnosed with bilirubin encephalopathy?"", ""Are you experiencing persistent hypoglycemia?"", ""Have you been diagnosed with cerebral infarction?"", ""Have you undergone any therapeutic intervention before entering the study?"", ""Has your family signed the informed consent?""]"
NCT05446545,Bespoke ctDNA Assay for Recurrence and Treatment Response Monitoring in Advanced Epithelial Ovarian Cancer,"

1. Female, over 18 years of age;
2. Patients with advanced epithelial ovarian cancer who are eligible for radical surgery;
3. Patients with advanced epithelial ovarian cancer relapsed from platinum-based therapies and eligible for secondary cytoreductive surgery;
4. The subjects agree to sign the informed consent and agree to use their samples and data for related scientific research;
5. Subjects agree to collect tissue samples and peripheral blood samples for whole exon sequencing and ctDNA monitoring.

","[""Are you a female over the age of 18?"", ""Do you have advanced epithelial ovarian cancer that is eligible for radical surgery?"", ""Have you relapsed from platinum-based therapies with advanced epithelial ovarian cancer and are eligible for secondary cytoreductive surgery?"", ""Do you agree to sign the informed consent and allow the use of your samples and data for related scientific research?"", ""Are you willing to provide tissue samples and peripheral blood samples for whole exon sequencing and ctDNA monitoring?""]"
NCT06102161,Wedge Resection for Ground-glass Opacity-featured Lung Cancer (ECTOP-1020),"

1. Patients who sign the informed consent form and are willing to complete the study according to the plan;
2. Aged from 18 to 80 years old;
3. ECOG equals 0 or 1;
4. Not receiving lung cancer surgery before;
5. Intraoperative or postoperative pathologic diagnosis of lung adenocarcinoma;
6. Single lung nodules with ground-glass dominant or pure ground-glass on CT, or multiple lung nodules with the major lesion being the aforementioned nodules;
7. The nodule has a consolidation-to-tumor ratio (CTR) between 0.25 and 0.5 (including 0.25 and 0.5), and the nodule size is less than or equal to 2 cm;
8. peripheral type of nodes, namely, nodes in the outer 1/3 of the lung field.
9. cT1N0M0 tumors;
10. Complete tumor resection by wedge resection as assessed by the surgeon;
11. Not receiving chemotherapy or radiotherapy before.

","[""Have you signed the informed consent form and agreed to participate in the study as planned?"", ""What is your age, ranging from 18 to 80 years old?"", ""Does your ECOG score equal 0 or 1?"", ""Have you undergone lung cancer surgery before?"", ""Have you been diagnosed with lung adenocarcinoma intraoperatively or postoperatively?"", ""On CT, is your lung nodule mainly ground-glass or pure ground-glass, or are you experiencing multiple lung nodules with the main lesion being the aforementioned nodules?"", ""What is the consolidation-to-tumor ratio (CTR) of your nodule, between 0.25 and 0.5 (including 0.25 and 0.5), and what is the size of your nodule, less than or equal to 2 cm?"", ""Are your nodes of the peripheral type, namely, located in the outer 1/3 of the lung field?"", ""Does your tumor fall under the category of cT1N0M0?"", ""Has your tumor been completely resected by wedge resection, as assessed by the surgeon?"", ""Have you received chemotherapy or radiotherapy before?""]"
NCT05189197,A Study to Evaluate Efficacy and Safety of Zanubrutinib With R-CHOP in Newly Diagnosed Non-GCB DLBCL Patients With Double Expression,"

* Subject must be 18 years of age or older.
* No prior treatment for DLBCL.
* Histologically - confirmed non-GCB subtype.
* MYC+≥40% and BCL2+≥50% by IHC
* Lesions must be measurable. A measurable node lesion must have a longest diameter greater than 1.5 cm. A measurable extra-nodal lesion should have a longest diameter greater than 1.0 cm.
* Eastern Cooperative Oncology Group performance status grade of 0, 1, or 2
* Stage II (not candidates for local X-ray therapy), III, or IV disease by the Ann Arbor Classification
* Hematology values must be within the following limits at baseline:

  * Neutrophils ≥ 1 x 109/L, independent of growth factor support within 7 days of initiation of the combination therapy.
  * Platelets ≥ 75x 109/L, independent of growth factor support or transfusion within 7 days of initiation of the combination therapy. (platelets≥ 50 x 109/L, if there is bone marrow involvement.)
* Biochemical values must be within the following limits at baseline:

  * Alanine aminotransferase (ALT) ≤3 x upper limit of normal (ULN). Aspartate aminotransferase (AST) ≤3 x ULN.
  * Total bilirubin ≤1.5 x ULN, unless bilirubin rise is due to Gilbert's syndrome or of non-hepatic origin.
  * Serum creatinine ≤2 x ULN or estimated Glomerular Filtration Rate≥40 mL/min/1.73m2
* International normalized ratio (INR) ≤1.5 and activated partial thromboplastin time (APTT) ≤1.5 x ULN.

Able to provide written informed consent, can understand and comply breastfeeding are ineligible for this study.

","[""How old are you?"", ""Have you ever been treated for Diffuse Large B-Cell Lymphoma (DLBCL) before?"", ""Your histology confirms that you have the non-GCB subtype of DLBCL, correct?"", ""The percentage of MYC expression is 40% or higher and BCL2 expression is 50% or higher in your cancer cells, as detected by IHC, is that correct?"", ""Your lesions must be measurable. The longest diameter of a measurable node lesion must be greater than 1.5 cm, and that of a measurable extra-nodal lesion should be greater than 1.0 cm, is this correct?"", ""Your Eastern Cooperative Oncology Group performance status is grade 0, 1, or 2, is that right?"", ""Your disease is classified as Stage II (not suitable for local X-ray therapy), III, or IV by the Ann Arbor Classification, is this correct?"", ""At baseline, your neutrophil count must be 1 x 10^9/L or higher, independently of growth factor support within 7 days of starting the combination therapy. Is this accurate?"", ""At baseline, your platelet count must be 75 x 10^9/L or higher, independently of growth factor support or transfusion within 7 days of starting the combination therapy. (Or 50 x 10^9/L if there is bone marrow involvement)"", ""At baseline, your biochemical values must meet the following limits: ALT \u22643 x ULN, AST \u22643 x ULN, Total bilirubin \u22641.5 x ULN, unless bilirubin rise is due to Gilbert's syndrome or of non-hepatic origin, and Serum creatinine \u22642 x ULN or eGFR\u226540 mL/min/1.73m^2. Is this correct?"", ""Your International normalized ratio (INR) must be \u22641.5 and activated partial thromboplastin time (APTT) \u22641.5 x ULN, is that correct?"", ""Are you able to provide written informed consent and understand and comply with the study requirements?"", ""Are you currently breastfeeding or pregnant?""]"
NCT05674305,Radiotherapy Alone Versus Concurrent Chemo-radiotherapy for Nasopharyngeal Carcincoma Patients With Undectable EBV DNA After One Cylce Neoadjuvant Chemotherpy,"

1. Patients with newly histologically confirmed non-keratinizing nasopharyngeal carcinoma, type of WHO II or III.
2. Age 18-70 years.
3. Clinical stage III-IVa (based on the 8th American Joint Committee on Cancer\[AJCC\] edition).
4. Patients with detectable pre-treatment plasma EBV DNA but undetectable EBV DNA after one cycle neoadjuvant and no EBV DNA rebound during the second and third cycle.
5. ECOG (Eastern Cooperative Oncology Group) score: 0-1
6. Hemoglobin (HGB) ≥90 g/L, white blood cell (WBC) ≥4×109 /L, platelet (PLT) ≥100×109 /L.
7. Liver function: Alanine transaminase(ALT), Aspartate aminotransferase(AST)\< 1.5 times the upper limit of normal value (ULN), total bilirubin \<1.0×ULN.
8. Renal function: serum creatinine \<1×ULN.
9. Patients must sign informed consent and be willing and able to comply with the requirements of visits, treatment, laboratory tests and other research requirements stipulated in the research schedule.

","[""Has your nasopharyngeal carcinoma been histologically confirmed as non-keratinizing, falling under WHO type II or III?"", ""What is your age?"", ""What is your clinical stage, based on the 8th AJCC edition?"", ""Did you have detectable pre-treatment plasma EBV DNA, which became undetectable after one cycle of neoadjuvant treatment, and have not experienced an EBV DNA rebound during the second and third cycles?"", ""What is your ECOG score?"", ""What is your hemoglobin level (HGB)?"", ""What is your white blood cell count (WBC)?"", ""What is your platelet count (PLT)?"", ""What is your alanine transaminase (ALT) level?"", ""What is your aspartate aminotransferase (AST) level?"", ""What is your total bilirubin level?"", ""What is your serum creatinine level?"", ""Have you signed the informed consent for participation in this study, and are you willing and able to comply with all the required visits, treatments, laboratory tests, and other study-related procedures as outlined in the study schedule?""]"
NCT06018883,Vitamin C to Chemotherapy Related Anemia in Pancreatic Cancer,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed metastatic pancreas adenocarcinoma.
* Adequate organ performance based on laboratory blood tests.
* Presence of at least of one measurable lesion in agreement to Response Evaluation Criteria in Solid Tumours (RECIST) criteria.
* Hemoglobin (Hgb) ≥ 8 g/dL.
* The expected survival ≥ 3 months.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[""Can you understand and are you willing to sign a written informed consent document?"", ""What is your age, in years?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Have you been histologically or cytologically confirmed to have metastatic pancreas adenocarcinoma?"", ""Based on laboratory blood tests, do you have adequate organ performance?"", ""How many measurable lesions do you have in agreement with the RECIST criteria?"", ""What is your hemoglobin (Hgb) level, in g/dL?"", ""What is the expected survival time, in months?"", ""Do you have any expectation of becoming pregnant or fathering a child during the study?"", ""For women of childbearing potential and men, what type of contraception will be used prior to study entry and for the duration of study participation?""]"
NCT04531397,Efficacy and Safety of Dapagliflozin in Children With Proteinuric Chronic Kidney Disease,"

* Age 6 years to 18 years；
* Urinary protein excretion \> 200 mg in a 24-hr urine collection；
* Without any immunosuppressant medications such as corticosteroids, CNIs and so on；
* Estimated GFR ≥ 60 ml/min/1.73m2（estimated with Schwartz formula）；
* No history of diabetes；
* On stable doses of ACE inhibitors or angiotensin receptor blockers (ARBs) for \> 1 month；
* Willing to sign informed consent.

","[""How old are you?"", ""Do you have urinary protein excretion greater than 200 mg in a 24-hour urine collection?"", ""Are you currently taking any immunosuppressant medications such as corticosteroids or CNIs?"", ""What is your estimated GFR (glomerular filtration rate) using the Schwartz formula?"", ""Do you have a history of diabetes?"", ""Have you been taking stable doses of ACE inhibitors or angiotensin receptor blockers for more than 1 month?"", ""Are you willing to sign informed consent for the study?""]"
NCT05420597,Induction Chemotherapy and Toripalimab Followed by Radiotherapy in Unresectable Laryngeal/Hypopharyngeal Carcinoma,"

* Pathologically confirmed, unresectable locally advanced laryngeal/hypopharyngeal squamous cell carcinoma due to extensively local invasion or medical comorbidities (T3-4b, N0-N3, M0);
* Age between 18-75 years;
* Signed inform consent;
* Had at least one measurable lesion according to RECIST 1.1 criteria
* Anticipated overall survival more than 3 months;
* Satisfactory performance status: ECOG (Eastern Cooperative Oncology Group) scale 0-1;
* Normal organ function and bone marrow function;
* HBV DNA\<500 IU/mL（or 2500 copies/mL）and HCV RNA negative ;
* Male and no pregnant female, able to adapt birth control methods during treatment.

","[""Have you been diagnosed with laryngeal/hypopharyngeal squamous cell carcinoma?"", ""What is the stage of your cancer according to AJCC staging?"", ""Has your cancer spread to the lymph nodes?"", ""What is your age?"", ""Are you between the ages of 18-75 years?"", ""Have you signed the informed consent form?"", ""Do you have at least one measurable lesion according to RECIST 1.1 criteria?"", ""What is your expected overall survival time?"", ""What is your ECOG performance status?"", ""Is your organ function and bone marrow function normal?"", ""What is the level of HBV DNA in your body?"", ""Is HCV RNA present in your body?"", ""Are you male or non-pregnant female?"", ""Can you adapt birth control methods during treatment?""]"
NCT05541783,Laparoscopic-assisted Distal Gastrectomy and Totally Laparoscopic Distal Gastrectomy for Gastric Cancer,"

* histologically proven gastric adenocarcinoma (by preoperative gastrofiberscopy)
* age between 20 and 80 years old
* Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
* clinical stage I-III (T1-4aN0-2M0) according to the 8th edition of the Americal Joint Committee on Cancer System (Clinical stage was determined based on the finding of gastrofiberscopy and abdominal computed tomography)
* scheduled for laparoscopic distal gastrectomy with D2 lymphadenectomy, and possible for R0 surgery by this procedures (Lymphadenectomy is performed on the basis of the criteria of the Japanese
* written informed consent
* tumor size\<5cm preoperatively

","[""Have you been histologically proven to have gastric adenocarcinoma?"", ""What is your age between 20 and 80 years old?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? (0 or 1)"", ""What is your clinical stage according to the 8th edition of the Americal Joint Committee on Cancer System? (T1-4aN0-2M0)"", ""Are you scheduled for laparoscopic distal gastrectomy with D2 lymphadenectomy?"", ""Is it possible for R0 surgery by this procedure?"", ""Have you provided written informed consent?"", ""What is the size of your tumor preoperatively? (<5cm)""]"
NCT04848597,PD-1 Inhibitor and Nab-paclitaxel and Bevacizumab in CUP,"

1. The histopathologically confirmed metastasis is adenocarcinoma, squamous cell carcinoma, poorly differentiated carcinoma, poorly differentiated malignant tumor or neuroendocrine carcinoma;
2. Patients whose primary lesions cannot be found after standard evaluation prior to treatment: detailed history, physical examination, blood test, chest and pelvic CT, PET/CT (optional), endoscopy of symptomatic sites, and pathological examination;
3. Measurable lesions (RECIST 1.1 criteria);
4. Patients who have progressed after receiving first-line treatment for Carcinoma of Unknown Primary. For example, those who have received paclitaxel or docetaxel in the first-line treatment and progressed more than three months after the end of last treatment;
5. ECOG of 0-2;
6. Life expectancy\>3 months;
7. Within 7 days (including 7 days) before screening, the laboratory test data requirements: neutrophil count ≥1.5×10\^9/L, platelet count ≥90×10\^9/L, hemoglobin ≥90g/L (No blood transfusion in 14 days), serum total bilirubin ≤1.25 times the upper limit of normal (ULN); ALT and AST≤2.5 x ULN (patients with liver metastases ≤5x ULN); serum creatinine ≤1.25 x ULN

","[""Has your tumor been histopathologically confirmed to be adenocarcinoma, squamous cell carcinoma, poorly differentiated carcinoma, poorly differentiated malignant tumor, or neuroendocrine carcinoma?"", ""After a standard evaluation prior to treatment, were your primary lesions unable to be found?"", ""Do you have measurable lesions according to RECIST 1.1 criteria?"", ""Have you experienced progression of your disease after first-line treatment for Carcinoma of Unknown Primary, such as having received paclitaxel or docetaxel and progressed more than three months after the end of your last treatment?"", ""What is your ECOG score?"", ""How much is your life expectancy?"", ""Within the last 7 days, did you have laboratory test results meeting the following criteria: neutrophil count \u22651.5\u00d710^9/L, platelet count \u226590\u00d710^9/L, hemoglobin \u226590g/L (no blood transfusion in the last 14 days), serum total bilirubin \u22641.25 times the upper limit of normal (ULN); ALT and AST\u22642.5 x ULN (patients with liver metastases \u22645x ULN); serum creatinine \u22641.25 x ULN?""]"
NCT04688697,Prepectoral and Subpectoral Implant-based Breast Reconstruction,"

1. More than 18 years old
2. Female
3. Preoperative pathology confirming invasive breast carcinoma or ductal carcinoma in situ
4. Clinical T1 and T2 (Maximum tumor diameter ≤5 cm)
5. Clinical ALN negative (Clinical physical examination and ultrasound indicate axillary lymph node negative; Suspected abnormality of axillary lymph node, and fine needle aspiration negative)
6. No clinical or imaging evidence of distant metastasis
7. Patients to receive skin sparing mastectomy or nipple sparing mastectomy
8. BMI \< 35
9. Patients with no or mild mastoptosis
10. Prosthesis to be implanted \<500 ml
11. Be able and willing to sign the Informed Consent Form (ICF)

","[""How old are you?"", ""Are you a female?"", ""Has your preoperative pathology confirmed invasive breast carcinoma or ductal carcinoma in situ?"", ""What is the maximum diameter of your tumor?"", ""Is your axillary lymph node negative?"", ""Is there any clinical or imaging evidence of distant metastasis?"", ""Will you be receiving skin sparing mastectomy or nipple sparing mastectomy?"", ""What is your BMI?"", ""Do you have no or mild mastoptosis?"", ""How much prosthesis will be implanted?"", ""Are you able and willing to sign the Informed Consent Form (ICF)?""]"
NCT05688033,Dosimetric Limitation of Pelvic Bone and Peritoneal Space in Rectal Cancer Patients During Chemoradiotherapy,"

1. Patients with rectal adenocarcinoma
2. Clinical staged T3/4 or any node-positive disease
3. Age of 18-75 years
4. Karnofsky Performance Status \> 80
5. Adequate bone marrow reserve, renal and hepatic functions
6. Without previous antitumoural chemotherapy
7. No evidence of metastatic disease
8. Written informed consent before randomization
9. UGT1A1's genotype of 6/6 or 6/7

","[""Do you have rectal adenocarcinoma?"", ""Is your clinical stage T3/4 or do you have any node-positive disease?"", ""What is your age?"", ""What is your Karnofsky Performance Status?"", ""Do you have adequate bone marrow reserve, renal and hepatic functions?"", ""Have you received previous antitumoural chemotherapy?"", ""Is there evidence of metastatic disease in your case?"", ""Have you provided written informed consent before randomization?"", ""What is the genotype of UGT1A1 in your case (6/6 or 6/7)?""]"
NCT04879654,Toripalimab Combined With Radiotherapy and Chemotherapy in the Treatment of SNMM After Endoscopic Surgery,"

1.Pathologically diagnosed as sinonasal malignant mucosal melanoma, locally resectable and no contraindication for surgery or radiation. 2.T3 and T4. 3.Age ≥18 year-old 4.No distant metastasis 5.No head and neck radiation and systemic anti-tumor therapy performed in the past 5 years. 6.The performance status of the Eastern Cooperative Oncology Group(ECOG) is 0-2 points and surgery after general anesthesia and postoperative radiation could be tolerated. 7.Accepted organ function

","[""Have you been pathologically diagnosed with sinonasal malignant mucosal melanoma that is locally resectable, and are there no contraindications for surgery or radiation?"", ""Is your tumor stage T3 or T4?"", ""What is your age?"", ""Do you have distant metastasis?"", ""Have you received head and neck radiation or systemic anti-tumor therapy in the past 5 years?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Can you tolerate surgery after general anesthesia and postoperative radiation?"", ""Do you have acceptable organ function?""]"
NCT05675254,The Prevalence and Risk Factors of Coagulopathy in Pediatric Epilepsy Surgery Patients,"

* Age\<18 years
* A discharge diagnosis of ""epilepsy"" according to the International Classification of Diseases (ICD-10)
* Received surgical treatment for epilepsy during the hospitalization
* Hospitalized between January 2015 and December 2021 at the Neurosurgery Department of Children's Hospital of Fudan University
* Non-epileptic children who underwent non-epilepsy neurological surgery by the same surgeon and were admitted at the same period for control

","[""How old are you?"", ""Have you been diagnosed with epilepsy according to the International Classification of Diseases (ICD-10)?"", ""Were you hospitalized between January 2015 and December 2021 at the Neurosurgery Department of Children's Hospital of Fudan University?"", ""Did you receive surgical treatment for epilepsy during your hospitalization?"", ""Were you a non-epileptic child who underwent non-epilepsy neurological surgery by the same surgeon and were admitted at the same period for control?""]"
NCT04416854,The Value of Palliative Primary Tumor Resection in Metastatic Colon Cancer,"

* 75 years old
* ECOG (Eastern Cooperative Oncology Group) 0-1 and expected survival period for 6 months or more
* Pathological diagnosis of colon cancer adenocarcinoma
* At least one measurable objective tumor lesions which could be evaluated.
* Primary and metastatic tumors exist at the same time, and distant metastases are not resectable
* ANC≥1.5\*109/L；PLT≥90\*109/L；HB≥90g/L；TBI≤1.5(UNL); ALT、AST≤2.5ULN；Cr≤1.0(ULN) screening within 7 days
* No systemic chemotherapy
* Patients with voluntary participation, and sign the informed consent

","[""How old are you?"", ""Do you have a pathological diagnosis of colon cancer adenocarcinoma?"", ""How many measurable objective tumor lesions do you have?"", ""Are primary and metastatic tumors present at the same time, and are distant metastases resectable?"", ""What is your ANC count?"", ""What is your PLT count?"", ""What is your HB count?"", ""What is your TBI count?"", ""What are your ALT and AST levels?"", ""What is your Cr level?"", ""Have you undergone systemic chemotherapy?"", ""Have you voluntarily signed the informed consent?""]"
NCT04418154,Neoadjuvant Dose-dense EC Followed by ABX With PD-1 for Triple Negative Breast Cancer Patients,"

* Age 18 to 70 years old, female.
* Patients with histologically confirmed unilateral primary invasive breast cancer who meet the criteria of cT2-4NanyM0.
* Patients with ER negative and PR negative by immunohistochemistry (IHC), and HER-2 negative disease. HER2-negative disease was defined as follows: disease whose HER-2 is 1+ or negative by IHC, or fluorescence in situ hybridization (FISH) is negative if IHC is 2+.
* According to the RECIST 1.1 criteria, there is at least one measurable objective lesion.
* Eastern Cooperative Oncology Group (ECOG) performance score 0-1.
* Baseline left ventricular ejection fraction (LVEF) is greater than or equal to (\>/=) 55%.
* Bone marrow function is required as follows: neutrophils are more than or equal to (\>/=) 1.5×109/L, platelets more than or equal to (\>/=) 100×109/L, and hemoglobin more than or equal to (\>/=) 90g/L.
* Hepatic and renal function are required as follows: serum creatinine is less than or equal to (\</=) 1.5 times of upper limits of normal (ULN), aspartate transaminase (AST) and alanine aminotransferase (ALT) less than or equal to (\</=) 2.5 times of ULN, and total bilirubin less than or equal to (\</=) 1.5 times of ULN or \</= 2.5 times of ULN if patient is with Gilbert's syndrome.
* With good compliance with the planned treatment, are able to understand the follow-up procedures of this study and sigh the informed consent form.

Signed informed consent.

","[""How old are you?"", ""Are you a female?"", ""Do you have histologically confirmed unilateral primary invasive breast cancer that meets the criteria of cT2-4NanyM0?"", ""Is your breast cancer ER negative and PR negative by immunohistochemistry (IHC), and HER-2 negative?"", ""According to the RECIST 1.1 criteria, do you have at least one measurable objective lesion?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance score?"", ""What is your baseline left ventricular ejection fraction (LVEF)?"", ""Do you have bone marrow function as follows: neutrophils \\>/= 1.5\u00d710^9/L, platelets \\>/= 100\u00d710^9/L, and hemoglobin \\>/= 90g/L?"", ""Do you have hepatic and renal function as follows: serum creatinine \\<= 1.5 times of upper limits of normal (ULN), aspartate transaminase (AST) and alanine aminotransferase (ALT) <= 2.5 times of ULN, and total bilirubin <= 1.5 times of ULN or <= 2.5 times of ULN if you have Gilbert's syndrome?"", ""Can you comply with the planned treatment and understand the follow-up procedures of this study?"", ""Have you signed the informed consent form?""]"
NCT05759754,Effects of Traditional Chinese Medicine (GSJYF) in Children With Inherited Proteinuric Kidney Disease,"

* Aged 3-18 years；
* Proteinuria associated with hereditary nephropathy, which was confirmed by mutations in podocyte genes or syndromal genes (including collagens);
* Urine protein more than 500 mg/24 hours and/or UPCR (in first-morning void) more than 0.5 mg/mg at time of baseline despite ACEI or ARB treatment for at least 3 months;
* Estimated GFR ≥ 45 ml/min/1.73m2 (estimated with Schwartz formula);
* Without any immunosuppressive medications such as corticosteroids, calcineurin inhibitors, etc；
* On a stable dose of ACEI or ARB for at least 4 weeks；
* Willingness to give written consent and comply with the study protocol.

","[""How old are you?"", ""Do you have proteinuria associated with hereditary nephropathy?"", ""How much urine protein do you have per 24 hours?"", ""What is your UPCR (in first-morning void)?"", ""Have you been taking ACEI or ARB for at least 3 months?"", ""What is your estimated GFR (using Schwartz formula)?"", ""Are you currently taking any immunosuppressive medications such as corticosteroids or calcineurin inhibitors?"", ""How long have you been on a stable dose of ACEI or ARB?"", ""Are you willing to give written consent and comply with the study protocol?""]"
