nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04765085,Clinical Efficacy and Change of Life Quality Through Using the Comprehensive Behavioral Intervention Treatment for Tics,"

* Meets the diagnostic criteria for chronic tic disorder or Tourette syndrome (TS) according to the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-V), and has been diagnosed by two pediatric psychiatrists who are associate chief physicians or more;
* The age ranged from 9 to 16 years old;
* The total score of tic symptoms in the Yale global Tic Severity Scale (YGTSS) is 13-30;
* Childrens Webster's Intelligence Scale ≥ 85
* Co-morbid ADHD, but the drug treatment dose for ADHD is stable (the drug has been stabilized for more than 6 weeks), or no drug has been taken at the beginning and during the stud

","[""Have you been diagnosed with chronic tic disorder or Tourette syndrome (TS) by two pediatric psychiatrists who are associate chief physicians or more?"", ""What is your age?"", ""What is your total score of tic symptoms in the Yale Global Tic Severity Scale (YGTSS)?"", ""Is your total score of tic symptoms in the Yale Global Tic Severity Scale (YGTSS) between 13 and 30?"", ""What is your Intelligence Quotient (IQ) according to the Children's Webster's Intelligence Scale?"", ""Is your IQ 85 or higher according to the Children's Webster's Intelligence Scale?"", ""Do you have co-morbid ADHD?"", ""If you have ADHD, have you been taking a stable dose of medication for more than 6 weeks?"", ""If you have ADHD, have you not taken any medication at the beginning and during the study?""]"
NCT05688488,Clinical Study of Curcumin in Preventing Postoperative Adhesion of Bilateral Vocal Cords,"

1. Patients with bilateral vocal cord diseases who are going to undergo resection of bilateral vocal cord lesions endoscopically.
2. Patients with bilateral vocal cord adhesion who are going to undergo incision of bilateral vocal cord adhesion endoscopically.

","[""Do you have bilateral vocal cord diseases?"", ""Are you scheduled to undergo resection of bilateral vocal cord lesions endoscopically?"", ""What type of bilateral vocal cord diseases do you have?"", ""Have you been diagnosed with bilateral vocal cord adhesion?"", ""Are you scheduled to undergo incision of bilateral vocal cord adhesion endoscopically?"", ""What is the nature of your bilateral vocal cord adhesion?""]"
NCT05853107,Pilot Study of AuTNA I,"

1. Age: 18-60 years of age.
2. Clinically diagnosed as retinitis pigmentosa (one of the following two conditions):

   ① typical triadfundus manifestations: ""osteoblastic"" pigmentation of retina, arterial stenosis, and waxy atrophy of optic disc.

   ② typical fundus changes with both a and b, with or without c:
   1. poor night vision before vision loss;
   2. standard 5 ERG examination showing more severely damaged scotopic response than photopic, even non response
   3. impaired peripheral visual field in perimetry (when the patient's vision permits).
3. No or suspicious light perception in the eye for AuTNA I implantation.
4. Intact inner retinal structure on OCT. No macular retinal or choroidal neovascularization.
5. Voluntary to participate in the study and sign the informed consent.

","[""What is your age?"", ""Have you been clinically diagnosed with retinitis pigmentosa?"", ""Do you have 'osteoblastic' pigmentation of retina, arterial stenosis, and waxy atrophy of optic disc?"", ""Did you experience poor night vision before vision loss?"", ""What was the result of your standard 5 ERG examination?"", ""Do you have impaired peripheral visual field in perimetry?"", ""What is your current level of light perception in the eye for AuTNA I implantation?"", ""Is your inner retinal structure intact on OCT?"", ""Do you have macular retinal or choroidal neovascularization?"", ""Are you willing to participate in the study and sign the informed consent?""]"
NCT05860907,Clinical Study of Huaier Granules in Patients With Advanced Breast Cancer Without Visceral Metastasis,"

* 18 years old ≤ age ≤ 75, regardless of gender.
* For breast cancer patients who are clinically or pathologically diagnosed as non visceral metastasis, if the patient has only local recurrence or metastasis, the clinician judges that it is not suitable or refuses to use local treatment with radical intensity, such as surgical resection or radiotherapy.
* Prior to enrollment, no more than first-line chemotherapy/endocrine therapy/targeted therapy/immunotherapy were allowed;If the patient has previously received first-line therapy, the outcome of treatment should be clinically assessed as disease progression or intolerance.
* There is at least one measurable lesion that meets the RECIST 1.1 standard, or only bone metastases (including osteolytic lesions or mixed lesions).
* The liver and kidney functions meet the following conditions: AST and ALT\<3 ULN, total bilirubin ≤ 2 ULN, and blood creatinine\<1.5 ULN.
* Other laboratory tests meet the following requirements: Hb ≥ 9g/dl, platelet count ≥ 60 × 10\^9/L, absolute neutrophil count\>1.0 × 10\^9/L.
* Expected survival time ≥ 12 weeks.
* The patient's ECOG physical state score is 0 or 1.
* The subjects participated in the study voluntarily and signed an informed consent form.

","[""What is your age?"", ""Have you been clinically or pathologically diagnosed with non-visceral metastasis breast cancer?"", ""Have you received more than one line of chemotherapy/endocrine therapy/targeted therapy/immunotherapy prior to enrollment?"", ""How many measurable lesions do you have that meet the RECIST 1.1 standard?"", ""Do you have only bone metastases (including osteolytic lesions or mixed lesions)?"", ""What is your AST level?"", ""Is your total bilirubin level \u2264 2 ULN?"", ""What is your blood creatinine level?"", ""Is your hemoglobin (Hb) level \u2265 9g/dl?"", ""What is your platelet count?"", ""Is your absolute neutrophil count > 1.0 \u00d7 10^9/L?"", ""What is your expected survival time?"", ""Is your ECOG physical state score 0 or 1?"", ""Have you signed an informed consent form?""]"
NCT06010888,Fruquintinib With mFOLFOX6/FOLFIRI as First-Line Therapy for Conversion Surgery in mCRC,"

1. Provide written informed consent to participate in the study voluntarily.
2. Male or female aged 18-75.
3. Metastatic colorectal adenocarcinoma confirmed by histology or cytology.
4. Have not received systematic anti-tumor therapy before; Patients who have received neoadjuvant/adjuvant therapy may be screened from the time of last chemotherapy to recurrence or progression more than 6 months.
5. RAS/BRAF mutation status and UGT1A1\*28/\*6 gene polymorphism typing should be determined before enrollment.
6. The ECOG PS score is 0 or 1.
7. Life expectancy is at least 3 months.
8. According to RECIST 1.1, the investigators evaluated that there were measurable lesions at baseline (according to RECIST 1.1), which could be measured if they had not received local treatment such as radiotherapy (lesions located within the area of previous radiotherapy could also be selected as target lesions if progression was confirmed).
9. The function of vital organs meets the following requirements (no blood component, cell growth factor correction therapy drugs are allowed within 14 days before the first use of the study drug);

   1. Absolute neutrophil count (ANC) ≥1.5×109/L
   2. Platelet ≥100×109/L;
   3. Hemoglobin ≥9g/dL;
   4. Serum albumin ≥2.5g/dL;
   5. Total bilirubin ≤1.5 × ULN; ALT and AST≤2.5 × ULN, if there is liver metastasis, ALT and AST≤5 × ULN;
   6. Serum creatinine ≤1.5 × ULN or creatinine clearance \> 60 mL/min (Cockcroft-Gault);
   7. Activated partial thromboplastin time (APTT) and International Normalized ratio (INR) ≤1.5 × ULN (for stable dose anticoagulant therapy such as low molecular weight heparin or warfarin and INR within the intended therapeutic range of anticoagulants can be screened)
10. Fertile female subjects are required to have a negative serum pregnancy test within 72 hours before the first dosing, are not breastfeeding, and use effective contraception (such as Iuds, contraceptives, or condoms) during the trial period and for at least 6 months after the last dosing of the study drug; Male subjects whose partner is a fertile woman should be surgically sterilized or agree to use effective contraception during the trial period and within 3 months after the last dose of the study drug. Sperm donation is not allowed during the study period;

","[""Have you provided written informed consent to participate in the study voluntarily?"", ""What is your age?"", ""Have you been diagnosed with metastatic colorectal adenocarcinoma confirmed by histology or cytology?"", ""Have you received systematic anti-tumor therapy before?"", ""How long has it been since your last chemotherapy to recurrence or progression?"", ""What is your RAS/BRAF mutation status?"", ""What is your UGT1A1*28/*6 gene polymorphism typing?"", ""What is your ECOG PS score?"", ""What is your life expectancy?"", ""Do you have measurable lesions at baseline according to RECIST 1.1?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your platelet count?"", ""What is your hemoglobin level?"", ""What is your serum albumin level?"", ""What is your total bilirubin level?"", ""What is your ALT and AST level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance?"", ""What is your activated partial thromboplastin time (APTT)?"", ""What is your International Normalized ratio (INR)?"", ""Are you a fertile female?"", ""Have you had a negative serum pregnancy test within 72 hours before the first dosing?"", ""Are you breastfeeding?"", ""Do you use effective contraception during the trial period and for at least 6 months after the last dosing of the study drug?"", ""Are you a male subject whose partner is a fertile woman?"", ""Have you been surgically sterilized or agree to use effective contraception during the trial period and within 3 months after the last dose of the study drug?"", ""Are you allowed to donate sperm during the study period?""]"
NCT04411537,The Combination of Immunotherapy and Neoadjuvant Chemoradiotherapy in MSS Locally Advanced Rectal Cancer,"

1. pathological confirmed adenocarcinoma
2. clinical stage T3-4 and/or N+
3. the distance from anal verge less than 12 cm
4. without distance metastases
5. age 18-70 years old, female and male
6. KPS \>=70
7. UGT1A1\*28 6/6 or 6/7
8. the MSI status is MSS or p-MMR
9. without previous anti-cancer therapy or immunotherapy
10. with good compliance
11. signed the inform consent

","[""Have you been pathologically confirmed to have adenocarcinoma?"", ""What is your clinical stage (T and/or N)?"", ""How far is the distance from your anal verge? (cm)"", ""Have you been diagnosed with distant metastases?"", ""What is your age?"", ""Are you male or female?"", ""What is your Karnofsky Performance Status (KPS)?"", ""What is your UGT1A1*28 genotype?"", ""What is your MSI status?"", ""Have you received previous anti-cancer therapy or immunotherapy?"", ""Do you have good compliance?"", ""Have you signed the informed consent?""]"
NCT04905537,Study on Early Genetic Screening and Precise Strategy of Neonatal Critical Illness,"

* Postnatal age less than 100 days;
* Perinatal death after 20 weeks of gestation (more than 500 g)
* Can be retained biological samples for genetic screening;
* Biological parent or guardian's informed consent.

","[""How many days old is your baby?"", ""Was your baby born after 20 weeks of gestation?"", ""Do you have biological samples available for genetic screening?"", ""Have you or the other biological parent/guardian given informed consent?""]"
NCT05208437,Shorten the Time Required to Correct the Arrival of Complete Oral Feeding in Premature Infants,"

* Gestational age \<32w;
* Admit within 72 hours of birth;
* The guardian signs the informed consent;
* OI (oxygenation index \>300)

","[""What is your gestational age?"", ""How many hours have passed since your birth?"", ""Has your guardian signed the informed consent?"", ""What is your oxygenation index (OI)?"", ""Is your oxygenation index (OI) greater than 300?""]"
NCT05468515,Reference Interval for SPO2 in Neonates at High Altitudes During First 2 Hours and Umbilical Artery Blood Gas,"

* Infants with a gestational age between 35 to 42 weeks who were born alive and appearing well as defined by:

  1. normal vital signs (heart rate ranging from 110 to 180 beats/minute, respiratory rate ranging from 30 to 60 breaths/minute, temperature ranging from 36.5°C to 37.5°C),
  2. absence of signs of illness such as respiratory distress.
  3. the mothers resided in the study area.

","[""What is your gestational age in weeks?"", ""Is your heart rate between 110 to 180 beats/minute?"", ""What is your respiratory rate in breaths/minute?"", ""Is your temperature between 36.5\u00b0C to 37.5\u00b0C?"", ""Do you have any signs of respiratory distress?"", ""Do you reside in the study area?""]"
NCT04449237,Mechanism Research of Tinnitus Based on Electroencephalogram and Acoustic Therapy Intervention,"

1. 18-30 years old, male or female;
2. PTA (0.5,1,2kHz) ≤25dB HL;
3. Tinnitus is a major problem faced by patients (except healthy volunteers);
4. tinnitus course \> for 3 months;
5. Healthy, no history of other ear diseases, no history of hearing impairment;
6. There are no other medical, psychological or social problems that need urgent treatment, and no other problems that interfere with tinnitus-related treatment;
7. Voluntary tinnitus treatment, and have enough time to cooperate with treatment.

","[""How old are you?"", ""Do you have a hearing problem in one or both ears?"", ""What is your PTA (0.5, 1, 2kHz) in decibels?"", ""How long have you been experiencing tinnitus?"", ""Have you been diagnosed with any other ear diseases?"", ""Do you have any other medical, psychological, or social problems that need urgent treatment?"", ""Are you willing to participate in tinnitus treatment and have enough time to cooperate with treatment?""]"
NCT06000137,The Comparison of the Analgesic Effects of Dezocine and Sufentanil in Patient-controlled Analgesia After Laryngectomy,"

* Patients who underwent elective partial laryngectomy
* American society of Anesthesiologists (ASA) physical status classification :Ⅰ\~Ⅱ

","[""Have you undergone elective partial laryngectomy?"", ""What is your ASA physical status classification?"", ""Is your ASA physical status classification I or II?""]"
NCT04766515,Observational Prospective Study of Immune Checkpoint Inhibitors for Solid Neoplasms,"

* Age at least 18 years.
* Pathologically confirmed diagnosis of a solid tumor cancer.
* Patients receiving treatment with immune checkpoint inhibitors.
* Ability to understand and willingness to provide the informed consent.

","[""How old are you?"", ""Have you been pathologically diagnosed with a solid tumor cancer?"", ""Are you currently receiving treatment with immune checkpoint inhibitors?"", ""Do you understand and are you willing to provide informed consent?""]"
NCT05925309,Preventive Effect of Prophylactic Oral Antibiotics Against Cholangitis After Kasai Portoenterostomy,"

* Patients whose age of operation is 14-90 d. Sex and race are not restricted;
* Patients who are born with gestational age older than 36 weeks;
* Patients whose body weight before operation \> 2 kg;
* Patients diagnosed of type-III BA and underwent KP in Children's Hospital of Fudan University;
* The type-III BA diagnosis is based on cholangiography or operation;
* Patients whose histological features of liver biopsies are reported. HE staining and Masson staining are required, and edema, inflammation, fibrosis, and hyperplasia of intrahepatic bile duct should be reported;
* Patients who are not allergic to postoperative medications;
* Patients who haven't accepted other antibiotic or probiotic therapy.

","[""What is your age at the time of operation? (in days)"", ""Were you born with a gestational age older than 36 weeks?"", ""What is your body weight before operation? (in kg)"", ""Have you been diagnosed with type-III BA and undergone Kasai portoenterostomy (KP) in Children's Hospital of Fudan University?"", ""How was your type-III BA diagnosis made?"", ""Have you had a liver biopsy with HE staining and Masson staining?"", ""Do you have any allergies to postoperative medications?"", ""Have you received any other antibiotic or probiotic therapy before?""]"
NCT05392985,Detection and Analysis of MBC With Heterogeneous ER Expression,"

* Patients received 18F-FES PET/CT in Fudan University Shanghai Cancer Center from 2017-2021.
* Patients had both FES positive (FES+) and negative (FES-) lesions in FES exam.
* Patients received further treatment.

","[""In which year did you receive 18F-FES PET/CT at Fudan University Shanghai Cancer Center?"", ""Did you have both FES positive (FES+) and negative (FES-) lesions in your FES exam?"", ""What further treatment did you receive after the FES exam?""]"
NCT05161585,"Evaluation of Circulating Tumor DNA Guided Surveillance Strategy of Stage III Colorectal Cancer: an Open, Prospective, Randomized Controlled Cohort Study","

* Age ≥ 18 and ≤80 years old, regardless of gender;
* Personal status (PS) score as over 80 or Eastern Cooperative Oncology Group (ECOG) score as 0 \~ 2;
* Pathologically confirmed as stage III colorectal cancer;
* Radical operation performed ;
* With expected survival of more than 12 months;
* The subjects (or their legal representative / Guardian) must sign the informed consent form, indicating that they understand the purpose of the study, understand the necessary procedures of the study, and are willing to participate in the study.

","[""What is your age?"", ""Do you have a personal status (PS) score over 80 or an Eastern Cooperative Oncology Group (ECOG) score of 0-2?"", ""Have you been pathologically confirmed as having stage III colorectal cancer?"", ""Have you undergone radical operation?"", ""Do you expect to survive for more than 12 months?"", ""Have you (or your legal representative/Guardian) signed the informed consent form?""]"
NCT04334785,Evaluation for the Effectiveness and Safety of Cryo-ablation in the Treatment of Early Invasive Breast Cancer,"

stage 1:

1. female
2. ≥18 years old
3. invasive ductal carcinoma proved by core needle biopsy. Other type of breast cancer should be well considered and decided by investigators. Pathological report should be complete (with the result of ER, PR , HER2, KI67 etc., and FISH report of ERBB2 gene if necessary).
4. lump can be detected by ultrasound.
5. image results (including ultrasound, mammography and MR image) prove the lump is single-center, the maximum diameter of the lump \<2cm.
6. with enough breast tissue, and enough space from lump to skin.
7. patients is not pregnant and has no plan for pregnancy in 2 years.
8. ECOG level: 0-2
9. serum creatinine≤1.1 mg/dl
10. for patients with double side (left and right side) breast cancer, both side of the tumor should meet the inclusion criteria.
11. patients are accessible for the follow up and mentally healthy.

stage 2:

1. female
2. ≥18 years old
3. invasive ductal carcinoma proved by core needle biopsy. Other type of breast cancer should be well considered and decided by investigators. Pathological report should be complete (with the result of ER, PR , HER2, KI67 etc., and FISH report of ERBB2 gene if necessary).
4. lump can be detected by ultrasound.
5. image results (including ultrasound, mammography and MR image) prove the lump is single-center, the maximum diameter of the lump \<1.5cm.
6. with enough breast tissue, and enough space from lump to skin.
7. clinically N0 before cryo-ablation.
8. patients is not pregnant and has no plan for pregnancy in 2 years.
9. ECOG level: 0-2
10. serum creatinine≤1.1 mg/dl
11. for patients with double side (left and right side) breast cancer, both side of the tumor should meet the inclusion criteria.
12. patients are accessible for the follow up and mentally healthy.

","[""What is your gender?"", ""How old are you?"", ""Have you been diagnosed with invasive ductal carcinoma?"", ""Can the lump be detected by ultrasound?"", ""What is the maximum diameter of the lump?"", ""Is there enough breast tissue and space from the lump to skin?"", ""Are you pregnant or planning to become pregnant in the next 2 years?"", ""What is your ECOG level?"", ""What is your serum creatinine level?"", ""Do you have bilateral breast cancer?"", ""Are you accessible for follow-up and mentally healthy?"", ""What is your gender?"", ""How old are you?"", ""Have you been diagnosed with invasive ductal carcinoma?"", ""Can the lump be detected by ultrasound?"", ""What is the maximum diameter of the lump?"", ""Is there enough breast tissue and space from the lump to skin?"", ""Is the tumor clinically N0 before cryo-ablation?"", ""Are you pregnant or planning to become pregnant in the next 2 years?"", ""What is your ECOG level?"", ""What is your serum creatinine level?"", ""Do you have bilateral breast cancer?"", ""Are you accessible for follow-up and mentally healthy?""]"
NCT05794711,Intraoperative Frozen Section Pathology to Guide Surgical Treatment for Lung Adenocarcinoma (ECTOP-1015),"

* Patients who sign the informed consent form and are willing to complete the study according to the study protocol;
* No previous history of cancer or pulmonary surgery;
* Solitary lesions or multiple lesions with only one not manifesting as pure ground-glass opacity (GGO) on CT scan;
* Peripheral clinical T1N0M0 patients that are eligible for surgery;
* Non-small cell lung cancer is pathologically diagnosed before or at surgery;
* No radiation therapy or chemotherapy before surgery.

","[""Have you signed the informed consent form and are willing to complete the study according to the study protocol?"", ""Have you had a previous history of cancer or pulmonary surgery?"", ""How many lesions do you have on your CT scan?"", ""Is at least one of your lesions not manifesting as pure ground-glass opacity (GGO) on CT scan?"", ""What is your clinical T stage?"", ""Have you been diagnosed with non-small cell lung cancer?"", ""Have you received radiation therapy or chemotherapy before surgery?""]"
NCT04856761,A Study of Capecitabine Versus S-1 as Adjuvant Therapy in Patients With Biliary Tract Carcinoma After Surgical Resection,"

1. Male or female, age\> 18 years old, and \<75 years old.
2. Diagnosis is gallbladder cancer or biliary adenocarcinoma via pathological histology.
3. Patients have received curative surgery of gallbladder cancer or bile duct cancer, and postoperative pathology has confirmed R0 / R1 resection.
4. Ability to comply with the study protocol, in the investigator's judgment.
5. No tumor recurrence before the start of chemotherapy.
6. No fluorouracil drugs were used in the past six months.
7. The main organ function is good, that is, within 14 days before the start of medication, laboratory inspection confirmed that there is sufficient bone marrow function, liver function, renal function, heart function: hemoglobin ≥90g / L; neutral granulocyte count ≥1.5 × 109 / L; platelet ≥ 70 × 109 / L; alt, AST ≤ 3 × ULN (normal value upper limit); total bilirubin ≤ 2.5 × ULN (normal value upper limit)); serum creatinine \<1.5 × ULN (normal value upper limit); Serum albumin ≥ 30g / L; coagulation function: PT extended \<2s.
8. ECOG score \<2.
9. Signed Informed Consent Form.
10. Male and female subjects with potential fertility must agree to adopt high-efficiency contraceptive methods during the study of at least 3 months after receiving the last treatment.

","[""What is your age?"", ""Have you been diagnosed with gallbladder cancer or biliary adenocarcinoma?"", ""Have you received curative surgery of gallbladder cancer or bile duct cancer?"", ""Do you have any tumor recurrence before the start of chemotherapy?"", ""Have you used fluorouracil drugs in the past six months?"", ""What is your hemoglobin level?"", ""What is your neutral granulocyte count?"", ""What is your platelet count?"", ""What is your ALT and AST level?"", ""What is your total bilirubin level?"", ""What is your serum creatinine level?"", ""What is your serum albumin level?"", ""What is your PT extended?"", ""What is your ECOG score?"", ""Have you signed the Informed Consent Form?"", ""Do you agree to adopt high-efficiency contraceptive methods during the study?""]"
NCT05192811,The Effect of Intervention With Probiotic K56 on Body Fat Reduction in Obese Subjects,"

* Obesity : BMI\>=30kg/m2,or percent body fat(PBF) \>=25% for male, \>=30% for female.

（Note: If PBF was eligible, it was recommended that 26 ≤ BMI ≤ 40）

* Age: 40 - 65 years old adults
* Who has the conditions to preserve the test samples at low temperature throughout the whole process

","[""What is your BMI?"", ""Do you have a BMI of 30kg/m2 or higher?"", ""What is your percent body fat (PBF)?"", ""Is your PBF 25% or higher if you are male, or 30% or higher if you are female?"", ""What is your age?"", ""Are you between 40 and 65 years old?"", ""Do you have the ability to preserve the test samples at low temperature throughout the whole process?""]"
NCT04607993,Study on the Effectiveness and Feasibility of Prone Position Ventilation Technology in Congenital Heart Disease,"

* Patients with lung injury after congenital heart disease or chest X-ray CT suggest that pulmonary complications need to strengthen body drainage
* Establish artificial airway, such as tracheal intubation
* Children aged 0-12 months
* Stable hemodynamics, more than 72 hours after surgery
* Informed consent of family members

","[""Have you experienced lung injury after congenital heart disease or chest X-ray CT suggesting pulmonary complications?"", ""Have you undergone establishment of an artificial airway, such as tracheal intubation?"", ""What is your age in months?"", ""Have you had stable hemodynamics for more than 72 hours after surgery?"", ""Has your family member given informed consent?""]"
NCT06344793,"Initial CDK 4/6 Inhibitor Plus Endocrine Therapy Versus Initial Chemotherapy in HR Positive, HER2 Negative Unresectable or Metastatic Breast Cancer","

1. age \>= 18 years old;
2. Patients who were diagnosed as HR Positive, HER2 Negative recurrent unresectable (local or regional) or stage IV (M1) breast cancer between June 2020 to October 2023;
3. Received CDK4/6 inhibitor plus endocrine treatment or chemotherapy as first-line therapy for at least one cycle;
4. Complete medical history was available.

","[""How old are you?"", ""Have you been diagnosed with HR Positive, HER2 Negative breast cancer between June 2020 to October 2023?"", ""What type of treatment did you receive as first-line therapy for your breast cancer?"", ""Did you receive CDK4/6 inhibitor plus endocrine treatment or chemotherapy as first-line therapy for at least one cycle?"", ""Is your complete medical history available?""]"
NCT04927611,Single-cell Sequencing and Establishment of Models in Neuroendocrine Neoplasm,"

1. Between the ages of 18 and 80, with any gender;
2. Physical fitness score ECOG 0～1 points;
3. The diagnosis is considered as gastrointestinal pancreatic neuroendocrine tumor or pancreatic ductal adenocarcinoma;
4. There is no obvious contraindication to surgery or biopsy;
5. Uncompensated liver cirrhosis, acute and chronic hepatitis and other diseases;
6. No history of other biliary tract related diseases;
7. Volunteer to participate and sign the informed consent form. -

","[""What is your age?"", ""Do you have any physical limitations or disabilities?"", ""What is your diagnosis?"", ""Have you been advised against surgery or biopsy by your doctor?"", ""Do you have liver cirrhosis or hepatitis?"", ""Have you had any biliary tract related diseases in the past?"", ""Are you willing to participate in this study and sign the informed consent form?""]"
NCT04831528,"Decision-making of ctDNA in Patients With mCRC After Failure of First-line Treatment Containing Cetuximab - a Single-center, Phase II Clinical Study","

1. Age ≥18, gender unlimited;
2. Proven histologically by colorectal adenocarcinoma, local lesions can not be radical resection or metastatic colorectal cancer;
3. Patients with RAS and BRAF wild-type tissue genetic testing, receiving first-line treatment containing cetuximab, and radiographic evaluation of disease progression;
4. Eastern Cooperative Oncology Group (ECOG) physical condition score (PS) 0 \~ 2;
5. Expected survival of more than 3 months;
6. Within 7 days before screening (including 7 days), laboratory test data requirements were as follows: neutrophil count ≥1.5×109/L, platelet count ≥100×109/L, hemoglobin ≥90g/L (no blood transfusion within 14 days), serum total bilirubin ≤1.25 times the upper normal limit (ULN);ALT and AST≤ 2.5 x ULN (≤5x ULN in patients with liver metastasis);Serum creatinine ≤1.0 x ULN and creatinine clearance rate ≥60 mL /min;Left ventricular ejection fraction in ultrasound examination \&gt;55%;
7. At least one measurable lesion (RECIST 1.1 criteria);
8. Subjects (or their legal representative/guardian) must sign the informed consent indicating that they understand the purpose of the study, understand the necessary procedures of the study, and are willing to participate in the study.

","[""What is your age?"", ""Are you male or female?"", ""Have you been diagnosed with colorectal adenocarcinoma?"", ""Have you received first-line treatment containing cetuximab?"", ""What is your ECOG physical condition score (PS)?"", ""Do you expect to survive for more than 3 months?"", ""What is your neutrophil count? (\u22651.5\u00d710^9/L)"", ""What is your platelet count? (\u2265100\u00d710^9/L)"", ""What is your hemoglobin level? (\u226590g/L)"", ""What is your serum total bilirubin level? (\u22641.25 times the upper normal limit)"", ""Do you have liver metastasis?"", ""What is your serum creatinine level? (\u22641.0 x ULN)"", ""What is your creatinine clearance rate? (\u226560 mL/min)"", ""What is your left ventricular ejection fraction in ultrasound examination? (>55%)"", ""Do you have at least one measurable lesion (RECIST 1.1 criteria)?"", ""Have you signed the informed consent?""]"
NCT05386511,Real-world Study of UTD1 in Chinese Advanced Breast Cancer,"

1. Patients aged over 18 years old.
2. Metastatic breast cancer included unresectable locally advanced breast cancer, de novo stage IV breast cancer, and recurrent metastatic breast cancer.
3. Plan to receive or has received UTD1 monotherapy or UTD1 based therapy
4. Available medical history.

","[""How old are you?"", ""Do you have metastatic breast cancer?"", ""What type of breast cancer do you have? (Select one or more)"", ""Have you received UTD1 monotherapy or UTD1 based therapy?"", ""Do you have available medical history?""]"
NCT05306028,Metformin and Insulin to Pancreatic Cancer Related Diabetes (Type 3c),"

* Signed informed content obtained prior to treatment
* Age ≥ 18 years and ≤ 80 years
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2
* Patients must have histologically confirmed pancreatic adenocarcinoma
* Fasting blood glucose ≥ 7.0 mmol/L（126 mg/dl）
* The expected survival after surgery ≥ 3 months

","[""Have you signed an informed consent prior to treatment?"", ""What is your age?"", ""What is your ECOG performance status?"", ""Have you been diagnosed with histologically confirmed pancreatic adenocarcinoma?"", ""What is your fasting blood glucose level? (mmol/L)"", ""Do you expect to survive for at least 3 months after surgery?""]"
NCT06195228,A Retrospective and Prospective Real-world Study of Molecular Typing in the Treatment of Advanced Thyroid Cancer,"

1. Patients volunteered to participate in this study and signed informed consent;
2. Age: ≥ 18 years old, male or female;
3. Histologically diagnosed locally advanced or recurrent / metastatic thyroid cancer that cannot undergo radical surgery meets one of the following requirements:

   1. Radioiodine-refractory thyroid cancer;
   2. Differentiated thyroid carcinoma not suitable for iodine therapy;
   3. Medullary thyroid carcinoma;
   4. High-grade or poorly differentiated thyroid cancer;
   5. Anaplastic thyroid cancer;
4. Patients who had undergone NGS testing (in our hospital or other hospitals) were able to query the test report or the key genetic test results recorded in the medical history (such as BRAF, RET, NTRK and other genetic test results).

","[""Have you volunteered to participate in this study and signed informed consent?"", ""What is your age?"", ""Have you been diagnosed with locally advanced or recurrent/metastatic thyroid cancer that cannot undergo radical surgery?"", ""What type of thyroid cancer do you have? (Choose one or more)"", ""Have you undergone NGS testing?"", ""What are your genetic test results (e.g. BRAF, RET, NTRK)?""]"
