nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04394598,A Study of Chinese Herbal Compound Dendrobium Huoshanense Granules in NCRT for Patients With Locally Advanced Rectal Cancer,"

* pathological confirmed rectum adenocarcinoma
* clinical stage T3-4 and/or N+
* the distance from anal verge less than 10 cm
* without distance metastases
* performance status score: 0\~1
* UGT1A1\*28 6/6 or 6/7
* without previous anti-cancer therapy
* able to follow the protocol during the study period
* sign the inform consent

","[""Have you been diagnosed with pathological confirmed rectum adenocarcinoma?"", ""What is your clinical stage of rectum adenocarcinoma? (Please specify T3 or T4, and/or N+)"", ""Is the distance from the anal verge to the tumor less than 10 cm?"", ""Have you experienced distance metastases?"", ""What is your performance status score? (0~1)"", ""Does your UGT1A1*28 genotype show 6/6 or 6/7?"", ""Have you received any previous anti-cancer therapy?"", ""Are you able to follow the protocol during the study period?"", ""Have you signed the inform consent?""]"
NCT05806047,Combination of Chidamide and Fulvestrant for HR+/HER2- Breast Cancer That Has Failed Previous CDK4/6 i Adjuvant Therapy,"

1. Female, ≥18 years old;
2. ECOG score 0-1;
3. Predicted survival ≥3 months;
4. Patients with locally advanced and/or metastatic breast cancer confirmed by histopathology with positive ER expression and negative ER2 expression;
5. Patients who have relapsed or metastasized during or after CDK4/6 inhibitors combined with endocrine adjuvant therapy and have not received systemic antitumor therapy for the current stage of disease;
6. No previous treatment with fluvestran or use of fluvestran without proven treatment failure;
7. The time interval between non-endocrine therapy should be ≥2 weeks;
8. At least one extracranial measurable lesion as defined by RECIST V1.1 criteria;
9. The functions of vital organs meet the requirements;
10. Fertile subjects must have a negative pregnancy test 7 days before starting treatment and must use an appropriate contraceptive method during treatment and for three months after completion of treatment;
11. The patient is fully informed and voluntarily signs the informed consent.

","[""Are you a female and 18 years of age or older?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Do you have a predicted survival of at least 3 months?"", ""Has your breast cancer been confirmed as locally advanced and/or metastatic with positive ER expression and negative ER2 expression by histopathology?"", ""Have you relapsed or metastasized during or after treatment with CDK4/6 inhibitors combined with endocrine adjuvant therapy?"", ""Have you received systemic antitumor therapy for the current stage of your disease after relapse or metastasis?"", ""Have you previously been treated with fluvestran or used fluvestran without proven treatment failure?"", ""How many weeks is the interval since you last received non-endocrine therapy?"", ""Do you have at least one extracranial measurable lesion as defined by RECIST V1.1 criteria?"", ""Do your vital organ functions meet the study requirements?"", ""Have you had a negative pregnancy test within 7 days before starting treatment?"", ""Are you fertile and willing to use an appropriate contraceptive method during treatment and for three months after completion of treatment?"", ""Have you been fully informed about the study and do you voluntarily sign the informed consent?""]"
NCT05835245,Cryoablation Combined With Sintilimab Plus Lenvatinib in 1L Treatment of Advanced ICC (CASTLE-ICC-Chemo-free),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Advanced ICC with diagnosis confirmed by histology or cytology.
* Patients with no prior systemic chemotherapy or targeted therapy or loco-regional therapy (including but not limited to transarterial chemoembolization, transarterial embolization, transarterial chemotherapy or transarterial radioembolization) or immunotherapy for ICC. Patients with recurrent disease more than 6 months after completion of adjuvant chemotherapy following curative resection are eligible.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided a written informed consent to participate in this study?"", ""How old are you at the time of joining this study?"", ""Has your diagnosis of advanced intrahepatic cholangiocarcinoma (ICC) been confirmed by histology or cytology?"", ""Have you received any systemic chemotherapy, targeted therapy, loco-regional therapy, or immunotherapy for ICC prior to this study?"", ""If you had adjuvant chemotherapy following curative resection, how many months have passed since its completion?"", ""Do you have at least one measurable site of disease as defined by RECIST v1.1, confirmed by a spiral CT scan or MRI?"", ""What is your Performance Status (PS) according to the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Can you provide your absolute neutrophil count? Is it greater than or equal to 1,500/L?"", ""Are your platelets count greater than or equal to 75 x 10^3/L?"", ""What is your total bilirubin level? Is it less than or equal to 3 times the upper normal limit?"", ""Are your Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) levels less than or equal to 5 times the upper normal limit?"", ""Is your International normalized ratio (INR) less than or equal to 1.25?"", ""Is your albumin level greater than or equal to 31 g/dL?"", ""What is your serum creatinine level? Is it less than or equal to 1.5 times the institutional upper normal limit, or does your creatinine clearance (CrCl) meet or exceed 30 mL/min?"", ""Are you a female with reproductive potential? If so, have you taken a negative urine or serum pregnancy test within the last 7 days?"", ""Are you willing and able to comply with the protocol for the duration of the study, including treatment, contraceptive measures, scheduled visits, and examinations including follow-up?""]"
NCT06032845,Cryoablation Combined With Tislelizumab Plus Lenvatinib In Previously Treated Solid Tumors (CASTLE-11),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have solid tumors.
* Participants must have failed from chemotherapy or other anti-cancer therapy or standard therapy was no longer feasible.
* Participants who had received previous anti-angiogenesis or anti-PD1/PDL1 therapy were eligible.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided a written informed consent to participate in this study?"", ""How old are you at the time of joining this study?"", ""Do you have solid tumors?"", ""Have you failed chemotherapy or other anti-cancer therapy, or standard therapy is no longer feasible for your condition?"", ""Have you received previous anti-angiogenesis or anti-PD1/PDL1 therapy?"", ""Do you have at least one measurable site of disease as defined by RECIST v1.1, confirmed by spiral CT scan or MRI?"", ""What is your Performance Status (PS) on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Please provide your most recent blood count results: absolute neutrophil count __________ /L, platelets __________ x103/L."", ""Is your total bilirubin level less than or equal to 3 times the upper normal limit?"", ""Are your Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) levels less than or equal to 5 times the upper normal limit?"", ""Is your International normalized ratio (INR) less than or equal to 1.25?"", ""Is your albumin level at least 31 g/dL?"", ""Is your serum creatinine level less than or equal to 1.5 times the institutional upper normal limit, or does your creatinine clearance (CrCl) meet or exceed 30 mL/min?"", ""Are you a female with reproductive potential? If so, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including treatment, contraceptive measures, scheduled visits, and follow-up examinations?""]"
NCT05448898,The Efficacy of Traditional Chinese Medicine in Olfactory Dysfunction,"

1. Clinical diagnosis of Olfactory dysfunction;
2. 18 ≤ age ≤ 55 years old;
3. No active infection, such as uncontrolled pneumonia;
4. Women with reproductive potential and sexually active men agree to use acceptable and effective contraceptive methods.

","[""Have you been clinically diagnosed with olfactory dysfunction?"", ""How old are you?"", ""Are you currently suffering from any active infections, such as uncontrolled pneumonia?"", ""If you are a woman with reproductive potential or a sexually active man, do you agree to use acceptable and effective contraceptive methods?""]"
NCT05545345,Adjuvant Adenoidectomy for the Treatment of Chronic OME in Children,"

* 1. Children 4-12 years of age.
* 2. Diagnosed with chronic OME. Diagnostic criteria: I. Middle ear effusion detected by otoscopy; II. Type B or C tympanograms; III. Symptoms/signs of OME persisted for \>3 months;
* 3. Documented hearing loss ≥20dB (average threshold of 500Hz, 1000Hz and 2kHz in pure tone audiometry).
* 4. Adenoid hypertrophy (A/N ratio\> 0.5 in lateral radiography of the nasopharynx).
* 5. Informed consent given by the patients and their guardians.

","[""Are you between the ages of 4 and 12 years old?"", ""Has a middle ear effusion been detected in you by otoscopy?"", ""Do your tympanograms show Type B or C?"", ""Have symptoms/signs of OME persisted in you for more than 3 months?"", ""Please provide the average threshold of hearing loss at 500Hz, 1000Hz and 2kHz in pure tone audiometry (documented hearing loss \u226520dB):"", ""Has adenoid hypertrophy been diagnosed in you (A/N ratio > 0.5 in lateral radiography of the nasopharynx)?"", ""Has informed consent been given by you and your guardians for participation in this study?""]"
NCT04780347,Albumin-bound Paclitaxel Combination With Capecitabine Versus Capecitabine Monotherapy in Paclitaxel/Docetaxel-resistant Advanced Breast Cancer,"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer
3. Negative for human epithelial receptor-2 (HER2) by immunohistochemistry. A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. Patients who developed disease progression within 12 months of previous paclitaxel-containing chemotherapy regimens.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""Are you a female between the ages of 18 and 70?"", ""Has your breast cancer been histologically proven as unresectable, recurrent, or advanced?"", ""Have you been tested negative for human epithelial receptor-2 (HER2) by immunohistochemistry?"", ""For those with HER2 (2+), has a negative Her2 gene amplification been verified by FISH test?"", ""How long ago did you develop disease progression after a paclitaxel-containing chemotherapy regimen?"", ""Do you have at least one measurable disease according to RECIST 1.1?"", ""What is your performance status on a scale of 0 to 1?"", ""Do you have adequate hematologic, hepatic, and renal function as required for the study?"", ""Do you have a life expectancy longer than 12 weeks?"", ""Do you have any serious medical history related to heart, lung, liver, or kidney diseases?"", ""Are you able to understand the study procedures and sign informed consent?"", ""Would you describe yourself as having good compliance with medical regimens?""]"
NCT04706598,Safety and Efficacy of Camrelizumab for High-risk NMIBC Failing BCG Treatment,"

1. Age ≥ 18 years.
2. Histologically-confirmed diagnosis of high risk non-muscle-invasive urothelial cell carcinoma of the bladder (mixed histology tumors allowed if urothelial carcinoma histology is \>50%).
3. Fully resected disease at study entry (residual CIS acceptable).
4. BCG-unresponsive high risk non-muscle-invasive bladder cancer after treatment with adequate BCG therapy(at least five times a week during the induction phase and at least two times a week during the maintenance phase).
5. Ineligible for radical cystectomy or refusal of radical cystectomy.
6. Consent to tissue specimen retrieval and testing.
7. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
8. Adequate normal organ and marrow function as defined below:

   1. Haemoglobin (HB) ≥ 90 g/L
   2. Absolute neutrophil count (ANC) ≥1.5×10\^9/L(no granulocyte colony-stimulating factor support for 2 weeks before day 1 of cycle 1)
   3. Lymphocyte count≥0.500×10\^9/L
   4. Platelet count ≥100×10\^9/L(No blood transfusions within 2 weeks before day 1 of cycle 1)
   5. 4.0×10\^9/L≤White Blood Cell Count (WBC)≤15×10\^9/L
   6. AST (SGOT)/ALT (SGPT)/Alkaline phosphatase ≤ 2.5 x institutional upper limit of normal(ULN) (excluded Gilbert's disease patients, whose serum bilirubin level ≤ 3x ULN)
   7. INR/aPTT≤1.5×ULN(Which only applies to patients not receiving therapeutic anticoagulation; patients receiving therapeutic anticoagulation should be given a stable dose)
   8. Serum creatinine (Cr) ≤ 1.5 times the upper institutional limit of normal (ULN) or Serum creatinine Cl\>60 mL/min by the Cockcroft-Gault formula (Cockcroft and Gault 1976)
9. Women of childbearing potential who have a negative serum pregnancy test within 72 hours prior to the first dose should consent to and must use effective contraception during and for 6 months after the end of the study.
10. Men should consent to patients who must use contraception during the study and for 6 months after the end of the study period.
11. The subject is personally willing and able to provide written informed consent to be able to comply with the protocol.

","[""Are you 18 years of age or older?"", ""Has your bladder cancer been histologically confirmed as high risk non-muscle-invasive urothelial cell carcinoma, with urothelial carcinoma histology comprising more than 50% if mixed?"", ""Has your disease been fully resected at the time of study entry (CIS residual is acceptable)?"", ""Have you been treated with BCG for your bladder cancer and shown no response, with at least five treatments a week during induction and at least two treatments a week during maintenance?"", ""Are you ineligible for radical cystectomy or have you refused this procedure?"", ""Do you consent to tissue specimen retrieval and testing?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? (Please enter 0 or 1)."", ""Is your haemoglobin level 90 g/L or higher?"", ""Is your absolute neutrophil count (ANC) 1.5\u00d710^9/L or higher, without granulocyte colony-stimulating factor support for 2 weeks before day 1 of cycle 1?"", ""Is your lymphocyte count 0.500\u00d710^9/L or higher?"", ""Is your platelet count 100\u00d710^9/L or higher, without blood transfusions within 2 weeks before day 1 of cycle 1?"", ""Is your White Blood Cell Count (WBC) between 4.0\u00d710^9/L and 15\u00d710^9/L?"", ""Are your AST (SGOT)/ALT (SGPT)/Alkaline phosphatase levels 2.5 times or less than the institutional upper limit of normal, excluding Gilbert's disease?"", ""Is your INR/aPTT 1.5 times or less than the upper limit of normal, or are you on a stable dose of therapeutic anticoagulation?"", ""Is your serum creatinine level 1.5 times or less than the upper institutional limit of normal, or is your creatinine clearance >60 mL/min by the Cockcroft-Gault formula?"", ""If you are a woman of childbearing potential, have you had a negative serum pregnancy test within 72 hours prior to the first dose, and are you willing to use effective contraception during and for 6 months after the end of the study?"", ""If you are a man, are you willing to use contraception during the study and for 6 months after the end of the study period?"", ""Are you personally willing and able to provide written informed consent to comply with the study protocol?""]"
NCT06131645,IASLC Grading System as a Predictor for EGFR-TKI Therapy,"

* invasive lung adenocarcinoma patients who underwent complete resection with positive EGFR mutations in exons 18-21.

","[""Have you been diagnosed with invasive lung adenocarcinoma?"", ""Did you undergo a complete resection for your lung adenocarcinoma?"", ""Do you have EGFR mutations in exons 18-21?"", ""Please fill in the number of the exons where you have positive EGFR mutations:""]"
NCT05572645,Pyrotinib Plus Trastuzumab Versus Pertuzumab Plus Trastuzumab,"

* HER2+ MBC patients scored +3 by immunohistochemical (IHC) analysis or scored +2 and the result of fluorescence in situ hybridization was positive.
* Patients received Pyrotinib(320-400 mg, po, qd) plus Trastuzumab(8 mg/kg q3w, and then 6 mg/kg q3w) or Pertuzumab(840mg q3w, and then 420 mg q3w) plus Trastuzumab(8 mg/kg q3w, and then 6 mg/kg q3w) for at least one cycle, starting from Jan 2018 to Sep 2022.
* Patients had complete medical records. All data were retrospectively collected from medical records of individual institutions.

","[""According to your immunohistochemical (IHC) analysis, what score did your HER2+ MBC receive? Please fill in the score (+3 or +2)."", ""Have you received Pyrotinib(320-400 mg, po, qd) plus Trastuzumab(8 mg/kg q3w, then 6 mg/kg q3w) or Pertuzumab(840mg q3w, then 420 mg q3w) plus Trastuzumab(8 mg/kg q3w, then 6 mg/kg q3w) for at least one cycle?"", ""What is the starting year and month of your treatment with the aforementioned regimens? Please fill in the year and month (YYYY-MM)."", ""Do you have complete medical records for the treatment period?""]"
NCT05569577,An Open Labeled RCT on the Effect of Additional hCG Injection for LPS on Pregnancy Outcomes in IHH Patients,"

* Clinical diagnosis of IHH (primary amenorrhea (with or without a history of hormone supplementation therapy); basic LH levels \<5IU/L, FSH\<5IU/L or normal; no organic lesions in the hypothalamus and pituitary MRI).
* Women of childbearing age who desire to get pregnant

","[""Have you been clinically diagnosed with IHH, which includes primary amenorrhea, with or without a history of hormone supplementation therapy?"", ""What are your basic LH levels? Please specify the unit in IU/L."", ""What are your basic FSH levels? Please specify the unit in IU/L."", ""Has the MRI of your hypothalamus and pituitary shown any organic lesions?"", ""Are you a woman of childbearing age who desires to get pregnant?""]"
NCT05057845,Cryoablation Combined With Tislelizumab Plus Lenvatinib as Second-line or Later Therapy in Advanced Hepatocellular Carcinoma,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable or metastatic histologically or cytologically confirmed hepatocellular carcinoma
* Participants must have failed 1 line of systemic regimens for advanced hepatocellular carcinoma due to disease progression or toxicity.
* Patients had been refractory or intolerant to previous systemic chemotherapy (oxaliplatin-based chemotherapy), targeted therapy (eg, sorafenib or lenvatinib), or anti-PD-1 or anti-PD-L1 based regimen.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent to participate in this study?"", ""Are you 18 years of age or older?"", ""Have you been diagnosed with unresectable or metastatic hepatocellular carcinoma, confirmed histologically or cytologically?"", ""Have you previously failed one line of systemic regimens for advanced hepatocellular carcinoma due to disease progression or toxicity?"", ""Have you been refractory or intolerant to previous systemic chemotherapy, targeted therapy, or anti-PD-1/PD-L1 based regimen?"", ""Do you have at least one measurable site of disease as defined by RECIST criteria, confirmed by spiral CT scan or MRI?"", ""What is your performance status (PS) on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Please provide your absolute neutrophil count (ANC). Is it 1,500/L or higher?"", ""Please provide your platelet count. Is it 75 x 10^3/L or higher?"", ""Please provide your total bilirubin level. Is it less than or equal to 3 times the upper normal limit?"", ""Please provide your aspartate aminotransferase (SGOT) and alanine aminotransferase (SGPT) levels. Are they less than or equal to 5 times the upper normal limit?"", ""Please provide your international normalized ratio (INR). Is it less than or equal to 1.25?"", ""Please provide your albumin level. Is it 31 g/dL or higher?"", ""Please provide your serum creatinine level or creatinine clearance (CrCl). Is it within the acceptable range as per the institutional ULN or at least 30 mL/min using the Cockcroft-Gault formula?"", ""If you are a female with reproductive potential, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including treatment, contraceptive measures, scheduled visits, and examinations including follow-up?""]"
NCT06166147,A Prospective Study of Liquid Biopsy for Pancreatic Cancer Early Detection,"

* 40-75 years old
* Clinically and/or pathologically diagnosed pancreatic cancer
* No prior or undergoing any systemic or local antitumor therapy, including but not limited to surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, interventional therapy, etc.
* Able to provide a written informed consent and willing to comply with all part of the protocol procedures.

","[""Are you within the age range of 40 to 75 years old?"", ""Have you been clinically and/or pathologically diagnosed with pancreatic cancer?"", ""Have you ever received any systemic or local antitumor therapy, such as surgical resection, radiochemotherapy, endocrinotherapy, targeted therapy, immunotherapy, interventional therapy, etc.?"", ""Are you able to provide a written informed consent and willing to comply with all part of the protocol procedures?"", ""Please indicate your age: __ years old.""]"
NCT05098847,Cryoablation Combined With Sintilimab Plus Lenvatinib In Previously Treated Unresectable Liver Metastasis From Solid Tumors,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Participants must have unresectable liver metastasis from solid tumors.
* Participants must have progressed after, or were refractory to first- or later-line therapy in the liver metastatic setting.
* Participants who had received previous antiangiogenic or anti-epidermal growth factor receptor (EGFR) therapy were eligible.
* At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided a written informed consent to participate in this study?"", ""Are you 18 years of age or older?"", ""Do you have unresectable liver metastasis from solid tumors?"", ""Have you progressed after, or were you refractory to first- or later-line therapy in the liver metastatic setting?"", ""Have you received previous antiangiogenic or anti-EGFR therapy?"", ""Do you have at least one measurable site of disease as defined by RECIST criteria with a spiral CT scan or MRI?"", ""What is your performance status (PS) on the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Please provide your absolute neutrophil count (ANC): ___________ /L"", ""Please provide your platelet count: ___________ x 10^3/L"", ""Is your total bilirubin level \u2264 3 times the upper normal limit?"", ""Is your SGOT (Aspartate Aminotransferase) or SGPT (Alanine aminotransferase) \u2264 5 times the upper normal limit?"", ""Is your INR (International normalized ratio) \u2264 1.25?"", ""Is your albumin level \u2265 31 g/dL?"", ""Is your serum creatinine \u2264 1.5 times the institutional upper normal limit, or does your creatinine clearance (CrCl) meet or exceed 30 mL/min?"", ""If you are a female with reproductive potential, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including undergoing treatment, adherence to contraceptive measures, scheduled visits, and examinations including follow-up?""]"
NCT05254847,Capecitabine Combined With Lenvatinib and Tislelizumab as Adjuvant Treatment After Resection in Patients With BTC,"

1. Ages 18 and above
2. Pathological reported showed Biliary tract cancer (include intrahepatic cholangiocarcinoma (IHCC), extrahepatic/hilar cholangiocarcinoma, muscle infiltrated gallbladder carcinoma or distal cholangiocarcinoma)，patients received R0 resection(including liver resection, pancreatectomy, or both).
3. ECOG PS 0-1
4. Patients can tolerate the combination therapy and survive longer than 6 months.
5. Organ function(Exclude use blood components and cell growth factors for 14 days): Neutrophils (ANC) ≥1,500/mm3, Platelet count (PLT)≥100,000/mm3, Hemoglobin (Hb) ≥9g/dL; Serum creatinine(SCR) ≤1.5\*upper limit of normal(ULN),or creatinine clearance rate≥50 ml/min(Cockcroft-Gault Formula),Total bilirubin(TBIL)≤ 2\*ULN,Aspartate aminotransferase (AST), alanine aminotransferase (ALT) ≤ 3\*ULN, urine protein≤2+(if urine protein≥2+, 24-hour urinary protein quantity must ≤1g), Adequate surgical biliary drainage and no infection signal.
6. The coagulation function was normal (without active bleeding and thrombotic disease): International normalized ratio(INR)≤1.5\*ULN, activated partial thromboplastin time(APTT)≤1.5×ULN, prothrombin time(PT)≤1.5\*ULN.
7. Women without surgical sterilization or childbearing age who are required to use a medically approved contraceptive method (such as an intrauterine device, birth control pill or condom) during the study period and for 3 months after the study period; Women are of reproductive age and not undergoing surgical sterilization whose the serum or urine HCG test must be negative within 7 days prior to study enrollment and must be non lactation period. Male patients without surgical sterilization or reproductive age are required to consent with their spouse to use a medically approved contraceptive method during the study treatment period and for 3 months after the study treatment period.
8. The patients are voluntarily enrolled in the study, with good compliance and coordinate the follow-up for safety and survival

","[""Are you 18 years of age or older?"", ""Has your pathological report confirmed Biliary tract cancer, including types such as intrahepatic cholangiocarcinoma, extrahepatic/hilar cholangiocarcinoma, muscle infiltrated gallbladder carcinoma, or distal cholangiocarcinoma, and have you undergone R0 resection?"", ""What is your Eastern Cooperative Oncology Group Performance Status (ECOG PS) score?"", ""Are you able to tolerate combination therapy and expected to survive longer than 6 months?"", ""Please provide your blood test results from the past 14 days: ANC, PLT, Hb, SCR, TBIL, AST, ALT, and urine protein. Are all these within the required ranges?"", ""Is your coagulation function normal, with INR, APTT, and PT within the specified limits?"", ""Are you a woman of childbearing age or not surgically sterilized, and are you willing to use an approved contraceptive method during the study and for 3 months after?"", ""For male patients, are you not surgically sterilized and willing to use a contraceptive method with your spouse during the study treatment period and for 3 months after?"", ""Are you voluntarily enrolling in this study with the commitment to comply with follow-up for safety and survival monitoring?""]"
NCT05019677,GP Chemotherapy in Combination With Tislelizumab and Ociperlimab as First-line Treatment in Advanced BTC,"

* • Subjects with a histopathological or cytologically diagnosis of BTC

  * The participants must be required to sign an informed consent
  * At least one measurable lesion (RECIST 1.1)
  * No previous systematic treatment for BTC
  * Child-Pugh Score, Class A
  * ECOG performance status 0 or 1
  * Adequate organ function
  * Life expectancy of at least 3 months

","[""Have you received a histopathological or cytological diagnosis of BTC?"", ""Are you willing to sign an informed consent?"", ""Do you have at least one measurable lesion according to RECIST 1.1 criteria?"", ""Have you had any previous systematic treatment for BTC?"", ""What is your Child-Pugh Score class?"", ""What is your ECOG performance status?"", ""Do you have adequate organ function?"", ""Do you have a life expectancy of at least 3 months?""]"
NCT05188911,Analysis of Next Generation PET and Liquid Biopsy to Monitor mCRPC Treated With Abiraterone: ANGELA Trial,"

1. Diagnosed as mCRPC according to EAU-ESTRO-SIOG 2016 and PSA \> 10ng/ml;
2. No previous treatment with novel hormonal therapy;
3. ECOG 0-2;
4. Normal organ function, WBC \>= 3000/mm3 or Neutrophil \>= 1500/mm3;
5. Aged 18 to 85 years old when issuing written informed consent;
6. Life expectancy \> 12 months.
7. Consent and able to carry out follow-up visit and cooperate with all other study procedures.

","[""According to the EAU-ESTRO-SIOG 2016 criteria, have you been diagnosed with mCRPC and does your PSA level exceed 10ng/ml?"", ""Have you received any previous treatment with novel hormonal therapy?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status score?"", ""Do you have normal organ function with WBC count >= 3000/mm3 or Neutrophil count >= 1500/mm3?"", ""How old were you when you issued the written informed consent? Please provide your age."", ""Is your life expectancy expected to be more than 12 months?"", ""Are you willing to consent and able to carry out follow-up visits and cooperate with all other study procedures?""]"
NCT04535505,Pathogenic Bordetella Rapid Detection,"

* Patients with continuous cough (paroxysmal cough) for more than 1 week, peripheral white blood cell 18×109/L (infants and young children), or\> 15×109/L (children), ineffective use of cephalosporin antibacterial drugs，and these patients whose nasopharyngeal swabs are collected for routine bordetella culture identification and drug susceptibility testing would be included as research object.

","[""How long have you had a continuous cough (paroxysmal cough)?"", ""Is your peripheral white blood cell count 18x10^9/L or higher if you are an infant or young child, or >15x10^9/L if you are a child?"", ""Have you been using cephalosporin antibacterial drugs without effective results?"", ""Has a nasopharyngeal swab been collected from you for routine bordetella culture identification and drug susceptibility testing?""]"
